gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
CHEK2,Malignant neoplasm of prostate,C0376358,1.0,76,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),ICD10_C61; MESH_D011471; OMIM_176807; ICD9CM_185; OMIM_600020; OMIM_600185; HPO_HP:0012125; NCI_C7378; DO_10283; MONDO_0008315; MONDO_0700275; EFO_0000673; EFO_0001663; UMLS_C0376358,11200,ENSG00000183765,O96017,Kinase,2001.0,2025.0,70189289
CHEK2,Mammary Neoplasms,C1458155,0.95,46,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); Abnormality of the breast (00769); Neoplasm (02664),MESH_D001943; HPO_HP:0100013; NCI_C2910; DO_1612; DO_3459; MONDO_0021100; EFO_0003869; UMLS_C1458155,11200,ENSG00000183765,O96017,Kinase,2002.0,2019.0,90249132
CHEK2,melanoma,C0025202,0.9,24,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Neoplasm (02664),MESH_D008545; HPO_HP:0002861; NCI_C3224; DO_1909; DO_8923; MONDO_0005105; EFO_0000756; UMLS_C0025202,11200,ENSG00000183765,O96017,Kinase,2000.0,2025.0,30380050
CHEK2,Malignant neoplasm of large intestine,C0346629,0.85,61,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C4978; DO_9256; DO_5672; MONDO_0005575; UMLS_C0346629,11200,ENSG00000183765,O96017,Kinase,2001.0,2025.0,70042366
CHEK2,ovarian neoplasm,C0919267,0.85,44,0,disease,Endocrine System Diseases (C19); Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D010051; HPO_HP:0100615; NCI_C4984; ORDO_213500; DO_2394; MONDO_0008170; MONDO_0021068; EFO_0003893; UMLS_C0919267,11200,ENSG00000183765,O96017,Kinase,2002.0,2025.0,85193925
CHEK2,Malignant neoplasm of lung,C0242379,0.85,18,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); Abnormality of the respiratory system (02086); Neoplasm (02664),MESH_D008175; OMIM_211980; HPO_HP:0100526; NCI_C7377; DO_1324; DO_3683; MONDO_0008903; MONDO_0021117; EFO_0000571; EFO_0003060; UMLS_C0242379,11200,ENSG00000183765,O96017,Kinase,2000.0,2024.0,60104031
CHEK2,"Lymphoma, Non-Hodgkin",C0024305,0.85,3,0,disease,Immune System Diseases (C20); Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871),MESH_D008228; ICD10_C85.9; ICD10_C83.1; NCI_C3211; OMIM_191170; HPO_HP:0012539; ORDO_547; ORDO_52416; DO_0060058; DO_0060060; DO_2571; DO_8538; MONDO_0018908; EFO_0000574; EFO_0005287; EFO_0005952; EFO_1001469; UMLS_C0024305,11200,ENSG00000183765,O96017,Kinase,2002.0,2023.0,30295178
CHEK2,Li-Fraumeni Syndrome,C0085390,0.8,75,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Neoplasms (C04); Nutritional and Metabolic Diseases (C18); Disease or Syndrome (T047); syndrome (225); genetic disease (630)",MESH_D016864; NCI_C3476; OMIM_151623; ORDO_524; DO_0111503; DO_3012; MONDO_0018875; UMLS_C0085390,11200,ENSG00000183765,O96017,Kinase,1993.0,2023.0,45277419
CHEK2,Sarcoma,C1261473,0.8,7,0,disease,Neoplasms (C04); Neoplastic Process (T191); Neoplasm (02664),MESH_D012509; NCI_C9118; HPO_HP:0100242; DO_4235; DO_6193; MONDO_0005089; EFO_0000691; UMLS_C1261473,11200,ENSG00000183765,O96017,Kinase,2002.0,2016.0,90008289
CHEK2,Prostatic Neoplasms,C0033578,0.8,4,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D011471; HPO_HP:0100787; NCI_C3343; DO_10283; MONDO_0008315; MONDO_0021259; UMLS_C0033578,11200,ENSG00000183765,O96017,Kinase,2003.0,2006.0,40146803
CHEK2,"Breast Cancer, Familial",C0346153,0.75,414,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191),MESH_C562840; OMIM_114480; OMIM_607585; OMIM_179617; NCI_C4503; ORDO_227535; MONDO_0016419; UMLS_C0346153,11200,ENSG00000183765,O96017,Kinase,1971.0,2024.0,70020357
CHEK2,Hereditary Nonpolyposis Colorectal Cancer,C1333990,0.75,70,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Nutritional and Metabolic Diseases (C18); Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191)",MESH_D003123; NCI_C120083; ORDO_144; ORDO_443909; DO_3883; MONDO_0018630; UMLS_C1333990,11200,ENSG00000183765,O96017,Kinase,2003.0,2024.0,90158675
CHEK2,"Prostate cancer, familial",C2931456,0.75,46,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Neoplastic Process (T191),MESH_C537243; ORDO_1331; DO_10283; MONDO_0700275; UMLS_C2931456,11200,ENSG00000183765,O96017,Kinase,2002.0,2024.0,100362728
CHEK2,Malignant neoplasm of stomach,C0024623,0.75,17,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),ICD10_C16; ICD10_C16.9; MESH_D013274; ICD9CM_151.9; OMIM_613659; HPO_HP:0012126; NCI_C9331; ICD9CM_151; ORDO_63443; DO_10534; MONDO_0001056; MONDO_0021085; EFO_0000178; EFO_0003897; UMLS_C0024623,11200,ENSG00000183765,O96017,Kinase,2000.0,2024.0,30322939
CHEK2,Malignant tumor of colon,C0007102,0.75,11,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),ICD10_C18; ICD10_C18.9; MESH_D003110; ICD9CM_153.9; OMIM_114500; OMIM_191170; HPO_HP:0003003; NCI_C9242; ICD9CM_153; DO_219; DO_234; DO_235; DO_9256; DO_5672; MONDO_0005401; MONDO_0021063; EFO_0004288; UMLS_C0007102,11200,ENSG00000183765,O96017,Kinase,2001.0,2024.0,10244071
CHEK2,Lung Neoplasms,C0024121,0.75,4,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the respiratory system (02086),MESH_D008175; HPO_HP:0100526; NCI_C3200; DO_3683; MONDO_0002732; MONDO_0021117; UMLS_C0024121,11200,ENSG00000183765,O96017,Kinase,2006.0,2020.0,30235801
CHEK2,Hereditary Breast and Ovarian Cancer Syndrome,C0677776,0.7,150,0,disease,"Neoplasms (C04); Endocrine System Diseases (C19); Urogenital Diseases (C12); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Skin and Connective Tissue Diseases (C17); Neoplastic Process (T191); syndrome (225); genetic disease (630)",MESH_D061325; NCI_C8493; ORDO_145; DO_5683; MONDO_0003582; UMLS_C0677776,11200,ENSG00000183765,O96017,Kinase,1982.0,2024.0,80176922
CHEK2,Pancreatic carcinoma,C0235974,0.7,13,0,disease,Endocrine System Diseases (C19); Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),OMIM_260350; MESH_D010190; NCI_C3850; ORDO_217074; DO_4905; DO_1793; MONDO_0005192; MONDO_0015278; MONDO_0021040; EFO_0002618; EFO_0003860; UMLS_C0235974,11200,ENSG00000183765,O96017,Kinase,2006.0,2022.0,55252380
CHEK2,Malignant neoplasm of urinary bladder,C0005684,0.7,8,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),ICD10_C67; ICD10_C67.9; MESH_D001749; OMIM_109800; ICD9CM_188.9; NCI_C9334; ICD9CM_188; DO_11054; DO_4007; MONDO_0001187; EFO_1000129; UMLS_C0005684,11200,ENSG00000183765,O96017,Kinase,2008.0,2023.0,5446553
CHEK2,Triple Negative Breast Neoplasms,C3539878,0.7,5,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191),MESH_D064726; MONDO_0005494; EFO_0005537; UMLS_C3539878,11200,ENSG00000183765,O96017,Kinase,2015.0,2024.0,105214362
CHEK2,Osteosarcoma,C0029463,0.7,5,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the musculoskeletal system (33127); Neoplasm (02664),MESH_D012516; OMIM_259500; OMIM_191170; HPO_HP:0002669; NCI_C9145; ORDO_668; DO_3347; DO_3376; MONDO_0002629; MONDO_0009807; EFO_0000637; UMLS_C0029463,11200,ENSG00000183765,O96017,Kinase,2002.0,2017.0,35351602
CHEK2,Colorectal Neoplasms,C0009404,0.7,4,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D015179; NCI_C2956; HPO_HP:0100834; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; EFO_0004142; UMLS_C0009404,11200,ENSG00000183765,O96017,Kinase,2003.0,2018.0,15133370
CHEK2,"Neoplastic Syndromes, Hereditary",C0027672,0.65,445,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Neoplasms (C04); Neoplastic Process (T191)",MESH_D009386; NCI_C3266; MONDO_0015356; UMLS_C0027672,11200,ENSG00000183765,O96017,Kinase,1989.0,2025.0,35152712
CHEK2,Neuroblastoma,C0027819,0.65,6,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D009447; HPO_HP:0003006; NCI_C3270; ORDO_635; DO_769; MONDO_0005072; EFO_0000621; UMLS_C0027819,11200,ENSG00000183765,O96017,Kinase,2005.0,2023.0,35209331
CHEK2,Female Breast Carcinoma,C0007104,0.65,4,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C2918; DO_7843; MONDO_0004379; UMLS_C0007104,11200,ENSG00000183765,O96017,Kinase,2005.0,2024.0,10274169
