Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C0303,Phlorizin,SLC5A2,P31639,3
C0304,Phloroglucinol,PCK2,Q16822,1
C0304,Phloroglucinol,STAT1,P42224,1
C0305,PhorbolMyristateAcetate,ABCB1,P08183,1
C0305,PhorbolMyristateAcetate,ABCG2,Q9UNQ0,1
C0305,PhorbolMyristateAcetate,ADAM17,P78536,2
C0305,PhorbolMyristateAcetate,ADCYAP1,P18509,1
C0305,PhorbolMyristateAcetate,AKT1,P31749,1
C0305,PhorbolMyristateAcetate,AQP4,P55087,1
C0305,PhorbolMyristateAcetate,BSG,P35613,1
C0305,PhorbolMyristateAcetate,CAV1,Q03135,1
C0305,PhorbolMyristateAcetate,CCN2,P29279,1
C0305,PhorbolMyristateAcetate,CD14,P08571,1
C0305,PhorbolMyristateAcetate,ECE1,P42892,1
C0305,PhorbolMyristateAcetate,EDN1,P05305,1
C0305,PhorbolMyristateAcetate,GCM1,Q9NP62,1
C0305,PhorbolMyristateAcetate,GRK5,P34947,1
C0305,PhorbolMyristateAcetate,GSK3B,P49841,1
C0305,PhorbolMyristateAcetate,HK2,P52789,1
C0305,PhorbolMyristateAcetate,IL18,Q14116,1
C0305,PhorbolMyristateAcetate,JUNB,P17275,1
C0305,PhorbolMyristateAcetate,MAPK1,P28482,3
C0305,PhorbolMyristateAcetate,MAPK3,P27361,1
C0305,PhorbolMyristateAcetate,MMP1,P03956,1
C0305,PhorbolMyristateAcetate,MMP2,P08253,1
C0305,PhorbolMyristateAcetate,MMP9,P14780,5
C0305,PhorbolMyristateAcetate,MUC5AC,P98088,2
C0305,PhorbolMyristateAcetate,MYLK,Q15746,1
C0305,PhorbolMyristateAcetate,NFKB1,P19838,3
C0305,PhorbolMyristateAcetate,NPPA,P01160,1
C0305,PhorbolMyristateAcetate,NPY,P01303,1
C0305,PhorbolMyristateAcetate,NTN1,O95631,1
C0305,PhorbolMyristateAcetate,PLAU,P00749,1
C0305,PhorbolMyristateAcetate,PLD1,Q13393,1
C0305,PhorbolMyristateAcetate,PPARG,P37231,1
C0305,PhorbolMyristateAcetate,PRKCA,P17252,1
C0305,PhorbolMyristateAcetate,PRKCE,Q02156,2
C0305,PhorbolMyristateAcetate,PRKD3,O94806,1
C0305,PhorbolMyristateAcetate,PRRT2,Q7Z6L0,10
C0305,PhorbolMyristateAcetate,PTGS2,P35354,1
C0305,PhorbolMyristateAcetate,RAB9A,P51151,1
C0305,PhorbolMyristateAcetate,RAC1,P63000,2
C0305,PhorbolMyristateAcetate,RELA,Q04206,1
C0305,PhorbolMyristateAcetate,REST,Q13127,1
C0305,PhorbolMyristateAcetate,S100A9,P06702,1
C0305,PhorbolMyristateAcetate,S1PR1,P21453,1
C0305,PhorbolMyristateAcetate,SERPINE1,P05121,3
C0305,PhorbolMyristateAcetate,SHC1,P29353,1
C0305,PhorbolMyristateAcetate,SIRT3,Q9NTG7,1
C0305,PhorbolMyristateAcetate,SKIL,P12757,1
C0305,PhorbolMyristateAcetate,SLC1A1,P43005,1
C0305,PhorbolMyristateAcetate,SP3,Q02447,1
C0305,PhorbolMyristateAcetate,SPHK1,Q9NYA1,2
C0305,PhorbolMyristateAcetate,TIMP1,P01033,1
C0305,PhorbolMyristateAcetate,TNF,P01375,1
C0306,Physcion,PGD,P52209,2
C0307,PhytanicAcid,RXRA,P19793,1
C0307,PhytanicAcid,SCP2,P22307,1
C0308,Piceatannol,AKT1,P31749,1
C0308,Piceatannol,JAK1,P23458,1
C0308,Piceatannol,MIR183,nan,1
C0308,Piceatannol,MMP10,P09238,1
C0308,Piceatannol,NFKB1,P19838,1
C0308,Piceatannol,NQO2,P16083,1
C0308,Piceatannol,SIRT1,Q96EB6,1
C0308,Piceatannol,STAT3,P40763,2
C0308,Piceatannol,STAT5A,P42229,1
C0308,Piceatannol,SYK,P43405,6
C0309,Piceid,CDK5,Q00535,1
C0309,Piceid,NFE2L2,Q16236,2
C0309,Piceid,SIRT1,Q96EB6,1
C0309,Piceid,SIRT3,Q9NTG7,1
C0309,Piceid,SLC5A1,P13866,1
C0309,Piceid,SLC5A2,P31639,1
C0309,Piceid,STAT3,P40763,1
C0309,Piceid,XDH,P47989,1
C0310,Picropodophyllotoxin,IGF1R,P08069,1
C0311,PidolicAcid,ALDH1A3,P47895,1
C0311,PidolicAcid,AR,P10275,1
C0311,PidolicAcid,CDKN2A,Q8N726;P42771,1
C0311,PidolicAcid,CTBP2,P56545,1
C0311,PidolicAcid,GNRH1,P01148,1
C0311,PidolicAcid,GPR137,Q96N19,1
C0311,PidolicAcid,HOTTIP,nan,1
C0311,PidolicAcid,MAOA,P21397,1
C0311,PidolicAcid,MIR133B,nan,1
C0311,PidolicAcid,MIR34A,nan,2
C0311,PidolicAcid,NFATC1,O95644,1
C0311,PidolicAcid,NPEPPS,P55786,1
C0311,PidolicAcid,PTGS2,P35354,1
C0311,PidolicAcid,TGFB1,P01137,1
C0311,PidolicAcid,TXN,P10599,1
C0312,Pinocembrin,HDC,P19113,1
C0312,Pinocembrin,MMP9,P14780,1
C0312,Pinocembrin,TICAM2,Q86XR7,1
C0314,Pinosylvin,CASP3,P42574,1
C0315,Piperine,ABCB1,P08183,1
C0315,Piperine,ALB,P02768,1
C0315,Piperine,ATF2,P15336,1
C0315,Piperine,BIRC5,O15392,1
C0315,Piperine,CASP3,P42574,1
C0315,Piperine,CREB1,P16220,1
C0315,Piperine,FOS,P01100,1
C0315,Piperine,ICAM1,P05362,1
C0315,Piperine,IL12B,P29460,1
C0315,Piperine,IL1B,P01584,1
C0315,Piperine,IL6,P05231,1
C0315,Piperine,MAOA,P21397,1
C0315,Piperine,MAOB,P27338,1
C0315,Piperine,NR1I2,O75469,2
C0315,Piperine,SOAT2,O75908,1
C0315,Piperine,TNF,P01375,2
C0315,Piperine,TRPV1,Q8NER1,3
C0316,Piplartine,AKR1B1,P15121,1
C0316,Piplartine,BCL2,P10415,1
C0316,Piplartine,CASP3,P42574,1
C0316,Piplartine,HSP90AA1,P07900,1
C0316,Piplartine,PRC1,O43663,1
C0316,Piplartine,TXNRD1,Q16881,1
C0317,Plumbagin,AKT1,P31749,1
C0317,Plumbagin,BAX,Q07812,1
C0317,Plumbagin,BCL2,P10415,1
C0317,Plumbagin,CDC25A,P30304,1
C0317,Plumbagin,CXCR4,P61073,2
C0317,Plumbagin,CYBB,P04839,1
C0317,Plumbagin,CYP1A2,P05177,1
C0317,Plumbagin,CYP2E1,P05181,1
C0317,Plumbagin,CYP2J2,P51589,2
C0317,Plumbagin,EP300,Q09472,1
C0317,Plumbagin,IFNG,P01579,1
C0317,Plumbagin,IL17A,Q16552,1
C0317,Plumbagin,IL2,P60568,1
C0317,Plumbagin,IL4,P05112,1
C0317,Plumbagin,IL6,P05231,1
C0317,Plumbagin,NFE2L2,Q16236,1
C0317,Plumbagin,NFKB1,P19838,2
C0317,Plumbagin,NOX1,Q9Y5S8,1
C0317,Plumbagin,NOX4,Q9NPH5,2
C0317,Plumbagin,SRC,P12931,1
C0317,Plumbagin,STAT3,P40763,1
C0317,Plumbagin,TRPA1,O75762,1
C0317,Plumbagin,TXNRD1,Q16881,1
C0318,P-Nitrophenol,SULT1A1,P50225,1
C0320,Polygodial,TRPV1,Q8NER1,1
C0321,PonasteroneA,GRM1,Q13255,1
C0322,Prasterone,ADIPOQ,Q15848,1
C0322,Prasterone,AGT,P01019,1
C0322,Prasterone,AKAP12,Q02952,1
C0322,Prasterone,AKT1,P31749,2
C0322,Prasterone,BCL2,P10415,1
C0322,Prasterone,CASP3,P42574,1
C0322,Prasterone,CD69,Q07108,1
C0322,Prasterone,CRP,P02741,1
C0322,Prasterone,CRTC1,Q6UUV9,1
C0322,Prasterone,CTNNB1,P35222,1
C0322,Prasterone,CXCL16,Q9H2A7,1
C0322,Prasterone,ESR2,Q92731,1
C0322,Prasterone,FABP5,Q01469,2
C0322,Prasterone,FABP7,O15540,1
C0322,Prasterone,FFAR1,O14842,1
C0322,Prasterone,FFAR4,Q5NUL3,1
C0322,Prasterone,G6PD,P11413,7
C0322,Prasterone,HIF1A,Q16665,1
C0322,Prasterone,HSD11B1,P28845,1
C0322,Prasterone,ICAM1,P05362,1
C0322,Prasterone,IL1B,P01584,1
C0322,Prasterone,IL4,P05112,1
C0322,Prasterone,IL6,P05231,1
C0322,Prasterone,IRF3,Q14653,1
C0322,Prasterone,MAPK1,P28482,1
C0322,Prasterone,MAPK3,P27361,1
C0322,Prasterone,MITF,O75030,1
C0322,Prasterone,MMP13,P45452,1
C0322,Prasterone,MPO,P05164,1
C0322,Prasterone,MTOR,P42345,1
C0322,Prasterone,NFE2L2,Q16236,1
C0322,Prasterone,NFKB1,P19838,1
C0322,Prasterone,NFKBIA,P25963,1
C0322,Prasterone,NLRC4,Q9NPP4,1
C0322,Prasterone,NOS2,P35228,1
C0322,Prasterone,NPEPPS,P55786,1
C0322,Prasterone,NR3C2,P08235,1
C0322,Prasterone,PCNA,P12004,1
C0322,Prasterone,PKM,P14618,1
C0322,Prasterone,PLD1,Q13393,1
C0322,Prasterone,PMAIP1,Q13794,1
C0322,Prasterone,PTGS2,P35354,1
C0322,Prasterone,SELE,P16581,1
C0322,Prasterone,SERPINE1,P05121,1
C0322,Prasterone,SIGMAR1,Q99720,4
C0322,Prasterone,STAT3,P40763,1
C0322,Prasterone,SULT2A1,Q06520,1
C0322,Prasterone,TLR4,O00206,1
C0322,Prasterone,TNF,P01375,2
C0322,Prasterone,VEGFA,P15692,2
C0323,Pregnenolone,CLIP1,P30622,1
C0323,Pregnenolone,MAP2,P11137,1
C0323,Pregnenolone,NR1I2,O75469,2
C0323,Pregnenolone,SIGMAR1,Q99720,1
C0323,Pregnenolone,STXBP1,P61764,1
C0323,Pregnenolone,TRPM3,Q9HCF6,1
C0324,Procaine,CASP12,Q6UXS9,1
C0324,Procaine,CATSPER1,Q8NEC5,1
C0324,Procaine,GSK3B,P49841,1
C0324,Procaine,PLA2G1B,P04054,1
C0325,Progesterone,ABCB1,P08183,1
C0325,Progesterone,ABCG2,Q9UNQ0,1
C0325,Progesterone,ADCYAP1,P18509,1
C0325,Progesterone,ADRA2A,P08913,1
C0325,Progesterone,AGRN,O00468,1
C0325,Progesterone,AKR1C1,Q04828,1
C0325,Progesterone,AKT1,P31749,3
C0325,Progesterone,ANO1,Q5XXA6,1
C0325,Progesterone,BCL2,P10415,2
C0325,Progesterone,BDNF,P23560,1
C0325,Progesterone,BGLAP,P02818,1
C0325,Progesterone,CASP3,P42574,1
C0325,Progesterone,CATSPER1,Q8NEC5,1
C0325,Progesterone,CCL2,P13500,1
C0325,Progesterone,CCL5,P13501,1
C0325,Progesterone,CCN5,O76076,1
C0325,Progesterone,CCNB1,P14635,2
C0325,Progesterone,CCND1,P24385,2
C0325,Progesterone,CCNG1,P51959,1
C0325,Progesterone,CD55,P08174,1
C0325,Progesterone,CDH1,P12830,1
C0325,Progesterone,CDH6,P55285,1
C0325,Progesterone,CDK2,P24941,1
C0325,Progesterone,CDKN1B,P46527,1
C0325,Progesterone,CDR1,P51861,1
C0325,Progesterone,CLDN3,O15551,1
C0325,Progesterone,COMT,P21964,1
C0325,Progesterone,CREB1,P16220,1
C0325,Progesterone,CRISPLD2,Q9H0B8,1
C0325,Progesterone,CRYAB,P02511,1
C0325,Progesterone,CTNNB1,P35222,1
C0325,Progesterone,CXCL12,P48061,1
C0325,Progesterone,CXCL8,P10145,2
C0325,Progesterone,CXCR4,P61073,1
C0325,Progesterone,CYP11A1,P05108,1
C0325,Progesterone,CYP3A,nan,1
C0325,Progesterone,DUSP1,P28562,1
C0325,Progesterone,EDN1,P05305,1
C0325,Progesterone,EDN2,P20800,1
C0325,Progesterone,EDN3,P14138,1
C0325,Progesterone,EGF,P01133,1
C0325,Progesterone,EGR1,P18146,1
C0325,Progesterone,EGR2,P11161,2
C0325,Progesterone,EMP2,P54851,1
C0325,Progesterone,ENPEP,Q07075,1
C0325,Progesterone,F3,P13726,1
C0325,Progesterone,FAAH,O00519,2
C0325,Progesterone,FAH,P16930,1
C0325,Progesterone,FASLG,P48023,2
C0325,Progesterone,FBLN1,P23142,2
C0325,Progesterone,FBLN2,P98095,1
C0325,Progesterone,FGFR2,P21802,1
C0325,Progesterone,FN1,P02751,1
C0325,Progesterone,FOS,P01100,1
C0325,Progesterone,FOXO1,Q12778,2
C0325,Progesterone,GABRA4,P48169,1
C0325,Progesterone,GNRH1,P01148,1
C0325,Progesterone,GPER1,Q99527,1
C0325,Progesterone,GSK3B,P49841,2
C0325,Progesterone,HDC,P19113,1
C0325,Progesterone,HIF1A,Q16665,1
C0325,Progesterone,HMGB1,P09429,1
C0325,Progesterone,HMGN1,P05114,1
C0325,Progesterone,HMGN3,Q15651,1
C0325,Progesterone,HMGN5,P82970,1
C0325,Progesterone,HOXA11,P31270,1
C0325,Progesterone,HSD11B2,P80365,1
C0325,Progesterone,IDO1,P14902,2
C0325,Progesterone,IFI27,P40305,1
C0325,Progesterone,IGF1R,P08069,1
C0325,Progesterone,IGFBP2,P18065,1
C0325,Progesterone,IGFBP5,P24593,2
C0325,Progesterone,IL13RA2,Q14627,1
C0325,Progesterone,IL18,Q14116,1
C0325,Progesterone,IL1A,P01583,2
C0325,Progesterone,IL1B,P01584,1
C0325,Progesterone,IL6,P05231,1
C0325,Progesterone,INS,P01308,1
C0325,Progesterone,ITGA3,P26006,1
C0325,Progesterone,ITGB1,P05556,1
C0325,Progesterone,ITGB3,P05106,1
C0325,Progesterone,JUN,P05412,2
C0325,Progesterone,KDR,P35968,1
C0325,Progesterone,KISS1,Q15726,1
C0325,Progesterone,KLK4,Q9Y5K2,1
C0325,Progesterone,KRT5,P13647,1
C0325,Progesterone,LIF,P15018,1
C0325,Progesterone,MAPK1,P28482,2
C0325,Progesterone,MAPK3,P27361,2
C0325,Progesterone,MAPT,P10636,1
C0325,Progesterone,MBP,P02686,1
C0325,Progesterone,MGST1,P10620,1
C0325,Progesterone,MMP13,P45452,1
C0325,Progesterone,MMP14,P50281,2
C0325,Progesterone,MMP2,P08253,1
C0325,Progesterone,MMP3,P08254,1
C0325,Progesterone,MPZ,P25189,1
C0325,Progesterone,MSTN,O14793,1
C0325,Progesterone,MSX2,P35548,1
C0325,Progesterone,MYC,P01106,1
C0325,Progesterone,NFKBIA,P25963,1
C0325,Progesterone,NOS2,P35228,4
C0325,Progesterone,NOTCH1,P46531,1
C0325,Progesterone,NR1H4,Q96RI1,1
C0325,Progesterone,NR3C2,P08235,1
C0325,Progesterone,NRG1,Q02297,1
C0325,Progesterone,PAEP,P09466,1
C0325,Progesterone,PAK1,Q13153,1
C0325,Progesterone,PECAM1,P16284,1
C0325,Progesterone,PGR,P06401,1
C0325,Progesterone,PGRMC1,O00264,3
C0325,Progesterone,PRL,P01236,1
C0325,Progesterone,PTGS2,P35354,3
C0325,Progesterone,PTPA,Q15257,1
C0325,Progesterone,RBP4,P02753,1
C0325,Progesterone,RTN4,Q9NQC3,1
C0325,Progesterone,SIGMAR1,Q99720,1
C0325,Progesterone,SOCS1,O15524,1
C0325,Progesterone,SP6,Q3SY56,1
C0325,Progesterone,SPHK1,Q9NYA1,1
C0325,Progesterone,SPP1,P10451,1
C0325,Progesterone,SPTLC2,O15270,1
C0325,Progesterone,STAR,P49675,1
C0325,Progesterone,STAT4,Q14765,1
C0325,Progesterone,STAT5A,P42229,1
C0325,Progesterone,STAT5B,P51692,1
C0325,Progesterone,TGFB1,P01137,1
C0325,Progesterone,TGFB2,P61812,1
C0325,Progesterone,TGFB3,P10600,1
C0325,Progesterone,TH,P07101,1
C0325,Progesterone,THBS1,P07996,1
C0325,Progesterone,TIMP2,P16035,1
C0325,Progesterone,TLR3,O15455,1
C0325,Progesterone,TLR5,O60602,1
C0325,Progesterone,TNF,P01375,2
C0325,Progesterone,TRPC5,Q9UL62,1
C0325,Progesterone,TRPM3,Q9HCF6,1
C0325,Progesterone,TRPM7,Q96QT4,1
C0325,Progesterone,TYR,P14679,1
C0325,Progesterone,UGP2,Q16851,1
C0325,Progesterone,VASH1,Q7L8A9,1
C0325,Progesterone,VCAM1,P19320,1
C0325,Progesterone,VDR,P11473,1
C0325,Progesterone,VEGFA,P15692,2
C0325,Progesterone,WT1,P19544,1
C0326,Propoxur,VDAC1,P21796,1
C0327,Propranolol,ADRB1,P08588,7
C0327,Propranolol,ADRB2,P07550,10
C0327,Propranolol,ARC,Q7LC44,1
C0327,Propranolol,BCL2,P10415,1
C0327,Propranolol,CRH,P06850,1
C0327,Propranolol,CYP2B7P,nan,1
C0327,Propranolol,CYP2D6,P10635,1
C0327,Propranolol,GSK3B,P49841,1
C0327,Propranolol,HMGB1,P09429,1
C0327,Propranolol,HTR1A,P08908,1
C0327,Propranolol,IL2,P60568,1
C0327,Propranolol,KCNMB1,Q16558,1
C0327,Propranolol,KITLG,P21583,1
C0327,Propranolol,LEP,P41159,1
C0327,Propranolol,MTOR,P42345,2
C0327,Propranolol,MYD88,Q99836,1
C0327,Propranolol,VEGFA,P15692,2
C0328,PropylGallate,AOX1,Q06278,1
C0328,PropylGallate,COL18A1,P39060,1
C0328,PropylGallate,PTGS2,P35354,1
C0329,PropyleneGlycol,CYP2E1,P05181,1
C0330,ProstaglandinA2,NR4A1,P22736,1
C0331,ProstaglandinD2,PTGDS,P41222,2
C0332,Protocatechualdehyde,ODC1,P11926,1
C0333,ProtocatechuicAcid,AKT1,P31749,1
C0333,ProtocatechuicAcid,MGAM,O43451,1
C0334,Prunetin,MMP3,P08254,1
C0335,Psoralen,ACHE,P22303,1
C0335,Psoralen,CRH,P06850,1
C0335,Psoralen,ESR1,P03372,1
C0335,Psoralen,ESR2,Q92731,1
C0335,Psoralen,MC1R,Q01726,2
C0336,Pterostilbene,GPD1,P21695,1
C0336,Pterostilbene,NFE2L2,Q16236,2
C0336,Pterostilbene,SIRT1,Q96EB6,1
C0336,Pterostilbene,SOD2,P04179,3
C0336,Pterostilbene,TP53,P04637,1
C0337,Puerarin,ACHE,P22303,1
C0337,Puerarin,AKR1A1,P14550,1
C0337,Puerarin,AKT1,P31749,1
C0337,Puerarin,BCL2,P10415,1
C0337,Puerarin,CASP3,P42574,2
C0337,Puerarin,CASP9,P55211,1
C0337,Puerarin,CAT,P04040,1
C0337,Puerarin,CAV3,P56539,1
C0337,Puerarin,CRP,P02741,1
C0337,Puerarin,CXCL2,P19875,1
C0337,Puerarin,CYP1A2,P05177,1
C0337,Puerarin,DUSP1,P28562,1
C0337,Puerarin,ESR1,P03372,1
C0337,Puerarin,ESR2,Q92731,1
C0337,Puerarin,GRIA1,P42261,1
C0337,Puerarin,MAPK14,Q16539,2
C0337,Puerarin,MIR22,nan,1
C0337,Puerarin,MMP9,P14780,1
C0337,Puerarin,NFKB1,P19838,2
C0337,Puerarin,NLRP3,Q96P20,1
C0337,Puerarin,NOS2,P35228,1
C0337,Puerarin,PARP1,P09874,2
C0337,Puerarin,PRKCD,Q05655,1
C0337,Puerarin,PRKCG,P05129,1
C0337,Puerarin,SOD1,P00441,1
C0337,Puerarin,SREBF1,P36956,1
C0337,Puerarin,TGFB1,P01137,1
C0337,Puerarin,TLR4,O00206,1
C0337,Puerarin,TNF,P01375,1
C0337,Puerarin,UGT2B28,Q9BY64,1
C0338,Punicalagin,DGAT1,O75907,1
C0338,Punicalagin,PDIA3,P30101,1
C0338,Punicalagin,PTPN1,P18031,1
C0339,Purpurin,MAOA,P21397,2
C0340,Putrescine,NFKB1,P19838,1
C0340,Putrescine,PLD1,Q13393,1
C0340,Putrescine,POMC,P01189,1
C0340,Putrescine,RELA,Q04206,1
C0340,Putrescine,TLR2,O60603,1
C0340,Putrescine,TNF,P01375,1
C0342,PyrazinoicAcid,PAND1,nan,1
C0343,Pyrene,AHR,P35869,2
C0343,Pyrene,CXADR,P78310,1
C0343,Pyrene,CXCL8,P10145,2
C0343,Pyrene,UGT1A1,P22309,1
C0343,Pyrene,UGT1A6,P19224,1
C0344,Pyridine,BTK,Q06187,1
C0344,Pyridine,DSPP,Q9NZW4,1
C0344,Pyridine,GRM5,P41594,3
C0344,Pyridine,SIRT3,Q9NTG7,2
C0344,Pyridine,TEK,Q02763,1
C0344,Pyridine,TTK,P33981,1
C0345,Pyridoxal,CBS;CBSL,P35520;P0DN79,1
C0345,Pyridoxal,GLUD1,P00367,1
C0346,PyridoxalPhosphate,CBS;CBSL,P35520;P0DN79,2
C0346,PyridoxalPhosphate,GOT1,P17174,1
C0346,PyridoxalPhosphate,PLP1,P60201,1
C0346,PyridoxalPhosphate,PNPO,Q9NVS9,1
C0347,Pyridoxamine,AGER,Q15109,1
C0347,Pyridoxamine,GLO1,Q04760,1
C0347,Pyridoxamine,PCNA,P12004,1
C0348,Pyridoxine,GCK,P35557,1
C0348,Pyridoxine,IGF1,P05019,1
C0348,Pyridoxine,IGFBP3,P17936,1
C0348,Pyridoxine,INSR,P06213,1
C0349,Pyrogallol,FCER1A,P12319,1
C0349,Pyrogallol,NOS2,P35228,1
C0350,PyroglutamicAcid,ALDH1A3,P47895,1
C0350,PyroglutamicAcid,ARG2,P78540,1
C0350,PyroglutamicAcid,CCR2,P41597,1
C0350,PyroglutamicAcid,CTBP2,P56545,1
C0350,PyroglutamicAcid,DNER,Q8NFT8,1
C0350,PyroglutamicAcid,EGF,P01133,1
C0350,PyroglutamicAcid,ESR1,P03372,1
C0350,PyroglutamicAcid,FOLH1,Q04609,1
C0350,PyroglutamicAcid,GNRH1,P01148,1
C0350,PyroglutamicAcid,GPR137,Q96N19,1
C0350,PyroglutamicAcid,MAOA,P21397,1
C0350,PyroglutamicAcid,NFATC1,O95644,1
C0350,PyroglutamicAcid,NPEPPS,P55786,1
C0350,PyroglutamicAcid,PTGS2,P35354,1
C0350,PyroglutamicAcid,SPAG5,Q96R06,1
C0350,PyroglutamicAcid,SPARC,P09486,1
C0350,PyroglutamicAcid,SPRY1,O43609,1
C0350,PyroglutamicAcid,TXN,P10599,1
C0350,PyroglutamicAcid,TYR,P14679,1
C0350,PyroglutamicAcid,YBX1,P67809,1
C0351,Quercetagetin,AURKB,Q96GD4,1
C0351,Quercetagetin,MAPK8,P45983,2
C0351,Quercetagetin,PIM1,P11309,2
C0352,Quercetin,ABCA1,O95477,2
C0352,Quercetin,ABCG2,Q9UNQ0,2
C0352,Quercetin,ACHE,P22303,1
C0352,Quercetin,ADIPOQ,Q15848,1
C0352,Quercetin,AHR,P35869,1
C0352,Quercetin,AKT1,P31749,7
C0352,Quercetin,APOE,P02649,1
C0352,Quercetin,AR,P10275,2
C0352,Quercetin,ATF4,P18848,1
C0352,Quercetin,AURKB,Q96GD4,1
C0352,Quercetin,AXIN1,O15169,1
C0352,Quercetin,AXIN2,Q9Y2T1,1
C0352,Quercetin,BAX,Q07812,7
C0352,Quercetin,BCL2,P10415,8
C0352,Quercetin,BCL2L1,Q07817,4
C0352,Quercetin,BDNF,P23560,1
C0352,Quercetin,BMP2,P12643,1
C0352,Quercetin,BRCA1,P38398,1
C0352,Quercetin,CASP3,P42574,12
C0352,Quercetin,CASP8,Q14790,1
C0352,Quercetin,CASP9,P55211,1
C0352,Quercetin,CAT,P04040,2
C0352,Quercetin,CAV1,Q03135,1
C0352,Quercetin,CCL2,P13500,3
C0352,Quercetin,CCNB1,P14635,4
C0352,Quercetin,CCND1,P24385,3
C0352,Quercetin,CD40LG,P29965,1
C0352,Quercetin,CDH1,P12830,1
C0352,Quercetin,CDK1,P06493,2
C0352,Quercetin,CDKN1A,P38936,7
C0352,Quercetin,CDKN2A,P42771,2
C0352,Quercetin,CEBPB,P17676,1
C0352,Quercetin,CHEK2,O96017,1
C0352,Quercetin,CHUK,O15111,1
C0352,Quercetin,CLDN4,O14493,1
C0352,Quercetin,CLDN5,O00501,1
C0352,Quercetin,COL1A1,P02452,1
C0352,Quercetin,COMT,P21964,1
C0352,Quercetin,CREB1,P16220,1
C0352,Quercetin,CRH,P06850,1
C0352,Quercetin,CRP,P02741,2
C0352,Quercetin,CRTC1,Q6UUV9,1
C0352,Quercetin,CTNNB1,P35222,1
C0352,Quercetin,CTSD,P07339,1
C0352,Quercetin,CXCL10,P02778,1
C0352,Quercetin,CXCL2,P19875,2
C0352,Quercetin,CXCL8,P10145,2
C0352,Quercetin,CYP1A1,P04798,2
C0352,Quercetin,CYP1A2,P05177,2
C0352,Quercetin,CYP1B1,Q16678,2
C0352,Quercetin,CYP2C19,P33261,1
C0352,Quercetin,CYP2C8,P10632,1
C0352,Quercetin,CYP2E1,P05181,1
C0352,Quercetin,CYP3A4,P08684,4
C0352,Quercetin,DNAJC5,Q9H3Z4,1
C0352,Quercetin,E2F1,Q01094,1
C0352,Quercetin,E2F2,Q14209,1
C0352,Quercetin,EGF,P01133,1
C0352,Quercetin,EGFR,P00533,3
C0352,Quercetin,EGR1,P18146,1
C0352,Quercetin,EIF2S1,P05198,1
C0352,Quercetin,ELK1,P19419,1
C0352,Quercetin,ERBB2,P04626,4
C0352,Quercetin,ERBB3,P21860,2
C0352,Quercetin,ERN2,Q76MJ5,1
C0352,Quercetin,F2,P00734,2
C0352,Quercetin,F3,P13726,1
C0352,Quercetin,FASN,P49327,1
C0352,Quercetin,FOS,P01100,1
C0352,Quercetin,FOSL1,P15407,1
C0352,Quercetin,GAA,P10253,1
C0352,Quercetin,GABRR3,A8MPY1,1
C0352,Quercetin,GCK,P35557,1
C0352,Quercetin,GK,P32189,1
C0352,Quercetin,GSK3B,P49841,1
C0352,Quercetin,GSTM1,P09488,1
C0352,Quercetin,GSTM2,P28161,1
C0352,Quercetin,GSTP1,P09211,3
C0352,Quercetin,HIF1A,Q16665,2
C0352,Quercetin,HK2,P52789,1
C0352,Quercetin,HMOX1,P09601,2
C0352,Quercetin,HNRNPA1,P09651,1
C0352,Quercetin,HSF1,Q00613,2
C0352,Quercetin,HSP90AA1,P07900,2
C0352,Quercetin,HSP90B2P,Q58FF3,2
C0352,Quercetin,HSPA1A;HSPA1B,P0DMV8;P0DMV9,2
C0352,Quercetin,HSPA4,P34932,10
C0352,Quercetin,HSPA5,P11021,1
C0352,Quercetin,HSPB1,P04792,2
C0352,Quercetin,HVCN1,Q96D96,1
C0352,Quercetin,ICAM1,P05362,5
C0352,Quercetin,IFNG,P01579,1
C0352,Quercetin,IGFBP3,P17936,2
C0352,Quercetin,IL10,P22301,2
C0352,Quercetin,IL17A,Q16552,1
C0352,Quercetin,IL1A,P01583,1
C0352,Quercetin,IL1B,P01584,1
C0352,Quercetin,IL2,P60568,1
C0352,Quercetin,IL6,P05231,2
C0352,Quercetin,INSR,P06213,1
C0352,Quercetin,IRF1,P10914,1
C0352,Quercetin,JAK2,O60674,2
C0352,Quercetin,JUN,P05412,9
C0352,Quercetin,KDM1A,O60341,1
C0352,Quercetin,KHK,P50053,1
C0352,Quercetin,LDLR,P01130,1
C0352,Quercetin,LEF1,Q9UJU2,1
C0352,Quercetin,LYN,P07948,1
C0352,Quercetin,MAOA,P21397,1
C0352,Quercetin,MAP3K5,Q99683,1
C0352,Quercetin,MAPK1,P28482,5
C0352,Quercetin,MAPK14,Q16539,2
C0352,Quercetin,MAPK3,P27361,2
C0352,Quercetin,MAPK8,P45983,3
C0352,Quercetin,MCL1,Q07820,1
C0352,Quercetin,MECP2,P51608,1
C0352,Quercetin,MLXIPL,Q9NP71,1
C0352,Quercetin,MMP1,P03956,4
C0352,Quercetin,MMP2,P08253,2
C0352,Quercetin,MMP9,P14780,3
C0352,Quercetin,MPO,P05164,1
C0352,Quercetin,MTOR,P42345,4
C0352,Quercetin,MUC5AC,P98088,1
C0352,Quercetin,MYC,P01106,1
C0352,Quercetin,NCF1,P14598,1
C0352,Quercetin,NDUFV2,P19404,1
