Herb ID,Chinese Character,English Name,Latin Name,Chinese Pin Yin,Therapeutic Function in Chinese,Therapeutic Function in English,Herb Function,Related Compound ID,Related Compound Name
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0074,Fisetin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0119,Hesperidin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C1125,Baicalin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0352,Quercetin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0827,"7,8-Dihydroxyflavone"
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0242,Naringenin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0845,Acacetin
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0447,Thymol
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0063,Eucalyptol
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C1231,Chlorogenic Acid
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C1281,Daminozide
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0719,Borneol
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C1241,Cianidanol
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0548,Alpha-Humulone
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0528,Alpha-Terpineol
H0092,菊花,Florists chrysanthemum flower,Chrysanthemum morifolium,Ju Hua,解表,For relieving exterior syndrome,"Dispel wind-heat, subdue hyperactivity of the liver, and improve eyesight",C0599,"3',4'-Dihydroxyacetophenone"
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0259,Octanol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0249,Nobiletin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0188,Linalool
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1245,Citral
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0408,Sinensetin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1247,Citronellol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0066,Eupatilin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0447,Thymol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0190,Linolenic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0416,Stearic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0187,Limonin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1218,Carvacrol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0243,Naringin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0285,Palmitic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0189,Linoleic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0425,Tangeretin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0257,Obacunone
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0263,Oleic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0119,Hesperidin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0072,Farnesol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0200,Lycopene
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1258,Coumaric Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0242,Naringenin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0479,Vanillin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0333,Protocatechuic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0291,Paraben
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0383,Salicylic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0090,Gallic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0260,Octopamine
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0466,Tyramine
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0419,Styrene
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0478,Vanillic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0087,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0231,Myristic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0118,Hesperetin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1209,Camphor
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1178,Beta-Sitosterol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1243,Cinnamic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0287,Palmitoleic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0073,Ferulic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0138,Icosapent
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0102,Geraniol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1203,Caffeic Acid
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0455,Trans-Phytol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0377,Rutin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0027,Diosmin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0351,Quercetagetin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0523,Terpineol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0496,Nomilin
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0504,Limonene
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0547,Caryophyllene
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0522,Falcarinol
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0771,"4,7,7-Trimethylbicyclo[2.2.1]Heptan-3-One"
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0548,Alpha-Humulone
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C1177,Beta Carotene
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0407,Sinapinate
H0093,橘皮,Tangerine pericarp,Citrus reticulata,Ju Pi,理气,Regulation of qi,"Resolve phlegm congestion and dry Dampness, remove Stagnant Qi and strengthens the Spleen",C0528,Alpha-Terpineol
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0245,Niacin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0094,Gamma-Aminobutyric Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0927,Ascorbate
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0403,Silibinin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0454,Trans-N-Caffeoyltyramine
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1243,Cinnamic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0190,Linolenic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0430,Taurine
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0392,Scopoletin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0189,Linoleic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0371,Riboflavin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1162,Benzaldehyde
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0240,Naphthalene
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0259,Octanol
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0285,Palmitic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0416,Stearic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0851,Acetophenone
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0478,Vanillic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0231,Myristic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1178,Beta-Sitosterol
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0393,Scopolin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0918,Arbutin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0073,Ferulic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1258,Coumaric Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1203,Caffeic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1231,Chlorogenic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0845,Acacetin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0914,Apigenin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0377,Rutin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0053,Esculetin
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0524,Propionic Acid
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0504,Limonene
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0542,(S)-N-Trans-Feruloyloctopamine
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C0107,Glycinebetaine
H0094,枸杞,Chinese wolfberry fruit,Lycium chinense,Gou Qi,NA,NA,NA,C1177,Beta Carotene
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0245,Niacin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0094,Gamma-Aminobutyric Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0927,Ascorbate
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0403,Silibinin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0454,Trans-N-Caffeoyltyramine
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1243,Cinnamic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0190,Linolenic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0430,Taurine
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0392,Scopoletin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0189,Linoleic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0371,Riboflavin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1162,Benzaldehyde
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0240,Naphthalene
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0259,Octanol
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0285,Palmitic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0416,Stearic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0851,Acetophenone
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0478,Vanillic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0231,Myristic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1178,Beta-Sitosterol
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0393,Scopolin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0918,Arbutin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0073,Ferulic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1258,Coumaric Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1203,Caffeic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1231,Chlorogenic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0845,Acacetin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0914,Apigenin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0377,Rutin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0053,Esculetin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0524,Propionic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0504,Limonene
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0542,(S)-N-Trans-Feruloyloctopamine
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0749,Stigmasterol
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0635,Uridylic Acid
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0716,Β-Ionone
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0608,Safranal
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0561,Taurine
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0738,Zeaxanthin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0107,Glycinebetaine
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C0743,Β-Cryptoxanthin
H0095,枸杞子,Chinese wolfberry fruit,Lycium chinense,Gou Qi Zi,补虚,For tonifying weakness,"Benefit the liver and the kidney, replenish vital essence and improve eyesight",C1177,Beta Carotene
H0096,菊三七,NA,Gynura japonica,Ju San Qi,NA,NA,NA,C0399,Sesamin
H0097,白芷浸膏粉,Dahurian angelica,Angelica dahurica,Bai Zhi Jin Gao Fen,NA,NA,NA,C1173,Bergapten
H0097,白芷浸膏粉,Dahurian angelica,Angelica dahurica,Bai Zhi Jin Gao Fen,NA,NA,NA,C1202,Byakangelicin
H0098,菊叶三七,NA,Gynura japonica,Ju Ye San Qi,NA,NA,NA,C0399,Sesamin
H0099,橘子香精,Aurantium oil,Oleum aurantii,Ju Zi Xiang Jing,NA,NA,NA,C0245,Niacin
H0100,卷柏,Tamariskoid spikemoss,Selaginella tamariscina,Juan Bai,止血,Bleeding control,"Promote blood circulation and stimulate menstrual discharge, Herba Selaginellae (carbonized) remove blood stasis and arrest bleeding",C0914,Apigenin
H0100,卷柏,Tamariskoid spikemoss,Selaginella tamariscina,Juan Bai,止血,Bleeding control,"Promote blood circulation and stimulate menstrual discharge, Herba Selaginellae (carbonized) remove blood stasis and arrest bleeding",C0891,Amentoflavone
