gene_symbol,disease_id,score
DYSF,C4511057,0.4
DYSF,C4551973,0.95
DYSF,C5551399,0.65
DYSF,C5553104,0.95
DYSF,C5565781,0.4
E2F1,C0007131,0.8
E2F1,C0025202,0.75
E2F1,C0029463,0.8
E2F1,C0149782,0.6
E2F1,C0149925,0.65
E2F1,C0206639,0.45
E2F1,C0281361,0.5
E2F1,C0376358,0.75
E2F1,C1335302,0.65
E2F1,C1458155,0.6
E2F1,C2239176,0.75
E2F1,C4277682,0.4
E2F2,C0007131,0.65
ECE1,C0002395,0.85
ECE1,C0010054,0.7
ECE1,C0010068,0.45
ECE1,C0011860,0.65
ECE1,C0018798,0.4
ECE1,C0019569,0.9
ECE1,C0020538,0.9
ECE1,C0085580,0.75
ECE1,C0151744,0.45
ECE1,C0154691,0.4
ECE1,C0264694,0.45
ECE1,C0376634,0.4
ECE1,C3151237,0.5
ECM1,C0000786,0.4
ECM1,C0004352,0.4
ECM1,C0009324,0.7
ECM1,C0023795,1.0
ECM1,C0038356,0.4
ECM1,C0375359,0.4
ECM1,C2239176,0.6
EDN1,C0003811,0.75
EDN1,C0003873,0.65
EDN1,C0004096,0.85
EDN1,C0004238,0.8
EDN1,C0006272,0.7
EDN1,C0007222,0.85
EDN1,C0007302,0.4
EDN1,C0007820,0.65
EDN1,C0010054,0.8
EDN1,C0010068,0.85
EDN1,C0011860,1.0
EDN1,C0011884,0.9
EDN1,C0012242,0.5
EDN1,C0017668,0.6
EDN1,C0018798,0.6
EDN1,C0018800,0.5
EDN1,C0018801,0.95
EDN1,C0018802,0.95
EDN1,C0019212,0.6
EDN1,C0019284,0.4
EDN1,C0020429,0.7
EDN1,C0020443,0.75
EDN1,C0020538,1.0
EDN1,C0020542,0.9
EDN1,C0020564,0.75
EDN1,C0020649,0.7
EDN1,C0021368,0.85
EDN1,C0022658,0.85
EDN1,C0022660,0.8
EDN1,C0024117,0.85
EDN1,C0024517,0.4
EDN1,C0027055,0.55
EDN1,C0027720,0.7
EDN1,C0027726,0.65
EDN1,C0028754,0.9
EDN1,C0029132,0.65
EDN1,C0029866,0.45
EDN1,C0030193,0.75
EDN1,C0030567,0.5
EDN1,C0030920,0.65
EDN1,C0032914,0.85
EDN1,C0033141,0.4
EDN1,C0034069,0.8
EDN1,C0035078,0.75
EDN1,C0035126,0.8
EDN1,C0035222,0.7
EDN1,C0036529,0.4
EDN1,C0038454,0.85
EDN1,C0038525,0.85
EDN1,C0149721,0.8
EDN1,C0149745,0.4
EDN1,C0151526,0.5
EDN1,C0151744,0.95
EDN1,C0154409,0.4
EDN1,C0155733,0.4
EDN1,C0206710,0.4
EDN1,C0242231,0.4
EDN1,C0242350,0.8
EDN1,C0242488,0.75
EDN1,C0243050,0.4
EDN1,C0264694,0.45
EDN1,C0376634,0.7
EDN1,C0428977,0.55
EDN1,C0520679,0.95
EDN1,C0740392,0.65
EDN1,C0752347,0.5
EDN1,C0878544,0.75
EDN1,C0878773,0.4
EDN1,C1368295,0.4
EDN1,C1565662,0.45
EDN1,C1865295,0.7
EDN1,C2609414,0.8
EDN1,C2748545,0.5
EDN1,C3810332,0.5
EDN2,C0020538,0.7
EDN2,C0020649,0.55
EDN2,C0428977,0.55
EDN3,C0018784,0.45
EDN3,C0019569,1.0
EDN3,C0020538,0.4
EDN3,C0020649,0.65
EDN3,C0025160,0.4
EDN3,C0079661,0.55
EDN3,C0428977,0.55
EDN3,C1275808,0.7
EDN3,C1847800,0.45
EDN3,C1848519,0.8
EDN3,C1859049,0.4
EDN3,C2750457,0.75
EDN3,C3150975,0.4
EDN3,C3266898,0.85
EDN3,C5399764,0.4
EDNRA,C0006142,0.75
EDNRA,C0010674,0.6
EDNRA,C0011860,0.8
EDNRA,C0018798,0.4
EDNRA,C0018801,0.7
EDNRA,C0018802,0.6
EDNRA,C0019284,0.65
EDNRA,C0020538,1.0
EDNRA,C0020542,0.7
EDNRA,C0024115,0.4
EDNRA,C0027439,0.4
EDNRA,C0038454,0.5
EDNRA,C0149931,0.75
EDNRA,C0242350,0.45
EDNRA,C0376634,0.5
EDNRA,C0520679,0.75
EDNRA,C0919267,0.75
EDNRA,C3887485,0.5
EDNRA,C4016030,0.4
EDNRA,C4225349,1.0
EDNRB,C0004096,0.75
EDNRB,C0011860,0.85
EDNRB,C0018801,0.75
EDNRB,C0018802,0.75
EDNRB,C0019284,0.4
EDNRB,C0019569,1.0
EDNRB,C0020542,0.8
EDNRB,C0027626,0.4
EDNRB,C0027720,0.4
EDNRB,C0038525,0.65
EDNRB,C0079661,0.45
EDNRB,C0345240,0.75
EDNRB,C1384666,0.7
EDNRB,C1458155,0.5
EDNRB,C1838099,0.6
EDNRB,C1838564,0.6
EDNRB,C1846647,0.4
EDNRB,C1847800,0.65
EDNRB,C1848519,1.0
EDNRB,C2700265,0.65
EDNRB,C3266898,0.85
EDNRB,C5680250,0.4
EEF2,C0001418,0.4
EEF2,C0007134,0.4
EEF2,C0017601,0.45
EEF2,C0024121,0.4
EEF2,C0024623,0.55
EEF2,C0027626,0.4
EEF2,C0038356,0.45
EEF2,C0153421,0.45
EEF2,C0153422,0.45
EEF2,C0153423,0.45
EEF2,C0157946,0.4
EEF2,C1458155,0.4
EEF2,C1836395,0.9
EEF2,C1846367,0.4
EEF2,C1854301,0.4
EFNB2,C0009402,0.65
EFNB2,C0023903,0.4
EFNB2,C0024121,0.4
EFNB2,C0035126,0.4
EFNB2,C0036341,0.6
EFNB2,C0265780,0.4
EFNB2,C0279626,0.6
EFNB2,C0699790,0.5
EGF,C0001418,0.85
EGF,C0001973,0.65
EGF,C0004352,0.6
EGF,C0007103,0.75
EGF,C0007131,1.0
EGF,C0008925,0.65
EGF,C0011603,0.6
EGF,C0012716,0.5
EGF,C0014170,0.6
EGF,C0016978,0.45
EGF,C0017636,0.95
EGF,C0017638,1.0
EGF,C0022658,0.85
EGF,C0025568,0.4
EGF,C0027626,0.4
EGF,C0033578,0.85
EGF,C0034069,0.65
EGF,C0035126,0.4
EGF,C0038358,0.65
EGF,C0041696,0.6
EGF,C0043515,0.65
EGF,C0152013,0.8
EGF,C0153452,0.65
EGF,C0157916,0.4
EGF,C0157917,0.4
EGF,C0157918,0.4
EGF,C0278806,0.45
EGF,C0278878,0.5
EGF,C0279607,0.5
EGF,C0409667,0.4
EGF,C0555198,0.8
EGF,C0751396,0.55
EGF,C1269683,0.7
EGF,C1335060,0.45
EGF,C1458155,0.85
EGF,C1514422,0.5
EGF,C2239176,1.0
EGF,C2608055,0.4
EGF,C2673648,0.6
EGF,C5681825,0.4
EGFR,C0001418,0.95
EGFR,C0001973,0.6
EGFR,C0005396,0.5
EGFR,C0005684,0.9
EGFR,C0005695,0.85
EGFR,C0007097,0.95
EGFR,C0007120,0.95
EGFR,C0007131,1.0
EGFR,C0007137,1.0
EGFR,C0007193,0.65
EGFR,C0007789,0.4
EGFR,C0007873,0.75
EGFR,C0009375,0.85
EGFR,C0009404,0.95
EGFR,C0011603,0.75
EGFR,C0011860,0.85
EGFR,C0014175,0.8
EGFR,C0014859,0.85
EGFR,C0016978,0.5
EGFR,C0017636,1.0
EGFR,C0018553,0.4
EGFR,C0018671,0.9
EGFR,C0021390,0.75
EGFR,C0021655,0.75
EGFR,C0022660,0.8
EGFR,C0023267,0.65
EGFR,C0024121,1.0
EGFR,C0024624,0.45
EGFR,C0024809,0.5
EGFR,C0025500,0.85
EGFR,C0027439,0.5
EGFR,C0027626,0.4
EGFR,C0027643,0.4
EGFR,C0027672,0.6
EGFR,C0029463,0.75
EGFR,C0030297,0.95
EGFR,C0030354,0.9
EGFR,C0032580,0.85
EGFR,C0033578,0.95
EGFR,C0034885,0.7
EGFR,C0038356,0.85
EGFR,C0041327,0.6
EGFR,C0041696,0.6
EGFR,C0085548,0.75
EGFR,C0085762,0.6
EGFR,C0149782,0.85
EGFR,C0149925,0.95
EGFR,C0152013,1.0
EGFR,C0153458,0.5
EGFR,C0153459,0.5
EGFR,C0153460,0.5
EGFR,C0153463,0.5
EGFR,C0153491,0.45
EGFR,C0153492,0.45
EGFR,C0153493,0.45
EGFR,C0205875,0.55
EGFR,C0206639,0.4
EGFR,C0206686,0.7
EGFR,C0206698,0.85
EGFR,C0206726,0.8
EGFR,C0220641,0.75
EGFR,C0242379,0.85
EGFR,C0263454,0.6
EGFR,C0278752,0.4
EGFR,C0278878,0.4
EGFR,C0279626,0.95
EGFR,C0280725,0.4
EGFR,C0334588,0.5
EGFR,C0345967,0.85
EGFR,C0346629,0.9
EGFR,C0376358,0.9
EGFR,C0376634,0.4
EGFR,C0392400,0.4
EGFR,C0553707,0.4
EGFR,C0677776,0.5
EGFR,C0678222,0.9
EGFR,C0684249,0.75
EGFR,C0751688,0.75
EGFR,C0917804,0.4
EGFR,C0919267,1.0
EGFR,C1140680,0.85
EGFR,C1168401,0.95
EGFR,C1269683,0.6
EGFR,C1332338,0.4
EGFR,C1333600,0.4
EGFR,C1335060,0.45
EGFR,C1368683,0.85
EGFR,C1458155,0.95
EGFR,C1514422,0.6
EGFR,C1565662,0.45
EGFR,C1851577,0.4
EGFR,C2239176,0.95
EGFR,C2609414,0.8
EGFR,C4015130,0.45
EGFR,C4016032,0.4
EGFR,C4751120,0.4
EGFR,C5669877,0.4
EGLN1,C0007134,0.65
EGLN1,C0032461,0.7
EGLN1,C0152264,0.7
EGLN1,C0235032,0.6
EGLN1,C1836778,0.4
EGLN1,C1853286,0.6
EGLN1,C5190864,0.4
EGR1,C0003089,0.4
EGR1,C0004096,0.7
EGR1,C0007786,0.5
EGR1,C0008311,0.4
EGR1,C0008370,0.4
EGR1,C0008372,0.4
EGR1,C0020295,0.55
EGR1,C0021368,0.75
EGR1,C0022116,0.65
EGR1,C0024121,0.5
EGR1,C0025500,0.6
EGR1,C0032285,0.55
EGR1,C0033578,0.65
EGR1,C0035126,0.7
EGR1,C0157916,0.4
EGR1,C0157917,0.4
EGR1,C0157918,0.4
EGR1,C0236736,0.4
EGR1,C0242184,0.75
EGR1,C0409667,0.4
EGR1,C2239176,0.75
EGR2,C0004352,0.4
EGR2,C0005586,0.6
EGR2,C0007959,1.0
EGR2,C0011195,0.95
EGR2,C0027888,0.65
EGR2,C0035372,0.5
EGR2,C0036341,0.6
EGR2,C0037772,0.4
EGR2,C0151744,0.4
EGR2,C0205713,0.5
EGR2,C0427144,0.4
EGR2,C0553580,0.6
EGR2,C0684337,0.4
EGR2,C0751036,0.7
EGR2,C0796547,0.4
EGR2,C0863029,0.4
EGR2,C0877849,0.4
EGR2,C1334408,0.4
EGR2,C1408174,0.5
EGR2,C1408182,0.5
EGR2,C1843247,0.8
EGR2,C2239176,0.65
EGR2,C2875300,0.5
EGR2,C4016028,0.4
EGR2,C4721436,0.65
EGR2,C4721437,0.55
EHHADH,C0005586,0.5
EHHADH,C0015624,0.5
EHHADH,C0033578,0.4
EHHADH,C0236969,0.4
EHHADH,C0341703,0.6
EHHADH,C0342870,0.4
EHHADH,C1561643,0.45
EHHADH,C1857395,0.6
EHHADH,C3810100,0.7
EHHADH,C4551503,0.4
EIF2AK2,C0002395,0.9
EIF2AK2,C0019163,0.65
EIF2AK2,C0020179,0.65
EIF2AK2,C0021400,0.65
EIF2AK2,C0030567,0.65
EIF2AK2,C0033578,0.55
EIF2AK2,C0038220,0.55
EIF2AK2,C0152013,0.5
EIF2AK2,C0270612,0.6
EIF2AK2,C0338656,0.7
EIF2AK2,C0557874,0.65
EIF2AK2,C1836830,0.4
EIF2AK2,C3888090,0.4
EIF2AK2,C5394367,0.5
EIF2AK2,C5562054,0.6
EIF2AK3,C0009782,0.4
EIF2AK3,C0011854,0.75
EIF2AK3,C0022716,0.4
EIF2AK3,C0038220,0.4
EIF2AK3,C0038868,0.75
EIF2AK3,C0151744,0.6
EIF2AK3,C0432217,1.0
EIF2AK3,C3888631,0.4
EIF2S1,C0002395,0.85
EIF2S1,C0027746,0.65
EIF2S1,C0029227,0.4
EIF2S1,C0029463,0.4
EIF2S1,C0036341,0.6
EIF2S1,C0038220,0.65
EIF2S1,C0206639,0.4
EIF4A1,C0019693,0.4
EIF4B,C0041696,0.5
EIF4B,C1269683,0.5
EIF4E,C0004352,0.7
EIF4E,C0027626,0.4
EIF4E,C0751958,0.4
EIF4E,C3554495,0.4
EIF4E,C4721414,0.6
EIF4EBP1,C0019693,0.4
EIF4EBP1,C0021368,0.75
EIF4EBP1,C0022665,0.6
EIF4EBP1,C0023467,0.85
EIF4EBP1,C0751958,0.4
EIF4EBP1,C4721414,0.6
EIF4G1,C0004352,0.65
EIF4G1,C0009402,0.5
EIF4G1,C3160718,0.7
EIF4G1,C3280271,0.45
EIF4G1,C4274355,0.45
EIF5B,C4022738,0.4
EIF6,C0019693,0.4
EIF6,C1458155,0.4
EIF6,C1850321,0.4
ELANE,C0001824,0.55
ELANE,C0027947,0.85
ELANE,C0031099,0.85
ELANE,C0221023,1.0
ELANE,C0853697,0.85
ELANE,C1845987,0.4
ELANE,C1853118,0.9
ELANE,C1859966,0.6
ELANE,C3890737,0.4
ELANE,C4290088,0.45
ELANE,C4749612,0.45
ELAVL1,C0014175,0.6
ELAVL4,C0271183,0.4
ELN,C0002940,0.85
ELN,C0003486,0.95
ELN,C0003499,1.0
ELN,C0003507,0.75
ELN,C0003873,0.45
ELN,C0010495,1.0
ELN,C0011608,0.55
ELN,C0011884,0.45
ELN,C0014116,0.4
ELN,C0019284,0.7
ELN,C0019294,0.85
ELN,C0020534,0.45
ELN,C0020538,0.9
ELN,C0024117,1.0
ELN,C0024141,0.55
ELN,C0029607,0.4
ELN,C0031036,0.45
ELN,C0032339,0.45
ELN,C0033847,0.9
ELN,C0034069,0.65
ELN,C0036421,0.65
ELN,C0039483,0.65
ELN,C0042345,0.6
ELN,C0085106,0.45
ELN,C0085655,0.45
ELN,C0151544,0.4
ELN,C0151744,0.4
ELN,C0152417,0.45
ELN,C0155567,0.45
ELN,C0162871,0.85
ELN,C0175702,1.0
ELN,C0221199,0.45
ELN,C0238288,0.4
ELN,C0263984,0.45
ELN,C0265010,0.45
ELN,C0265012,0.45
ELN,C0265988,0.45
ELN,C0268350,0.7
ELN,C0271084,0.45
ELN,C0423798,0.45
ELN,C0432333,0.5
ELN,C0554591,0.45
ELN,C0741160,0.45
ELN,C0856747,0.5
ELN,C0949059,0.4
ELN,C1298820,0.45
ELN,C1305122,0.45
ELN,C1389018,0.4
ELN,C1848771,0.4
ELN,C1851712,0.45
ELN,C2363246,0.45
ELN,C2910342,0.45
ELN,C2910343,0.45
ELN,C2937220,0.4
ELN,C3276539,0.6
ELN,C3550704,0.4
ELN,C4476551,0.4
EMP2,C4014507,0.6
EMP2,C4273714,0.4
ENG,C0006142,0.75
ENG,C0007766,0.65
ENG,C0007772,0.8
ENG,C0010674,0.6
ENG,C0024141,0.65
ENG,C0039445,1.0
ENG,C0334533,0.8
ENG,C0345893,0.65
ENG,C0917804,0.7
ENG,C1832529,0.4
ENG,C1846689,0.4
ENG,C1857690,0.75
ENG,C1857699,0.45
ENG,C2973725,0.9
ENG,C3697119,0.5
ENG,C3809715,0.45
ENG,C3839866,0.4
ENG,C4022018,0.45
ENG,C4025877,0.4
ENG,C4551861,0.85
ENG,C4552070,0.4
ENO2,C0005684,0.55
ENO2,C0005695,0.55
ENO2,C0007131,0.8
ENO2,C0023467,0.6
ENO2,C0030567,0.65
ENO2,C0033578,0.55
ENO2,C0036341,0.85
ENO2,C0270611,0.85
ENO2,C0376358,0.8
ENO2,C0677776,0.4
ENO2,C0752347,0.7
ENOX2,C0278752,0.4
ENOX2,C0345967,0.5
ENOX2,C0392400,0.4
ENOX2,C1332338,0.4
ENPEP,C0004352,0.4
ENPEP,C0006142,0.5
ENPEP,C0011881,0.55
ENPEP,C0041696,0.5
ENPEP,C1269683,0.5
ENPP7,C0376358,0.4
EP300,C0001973,0.6
EP300,C0005684,0.6
EP300,C0005695,0.55
EP300,C0006142,0.75
EP300,C0007137,0.75
EP300,C0007138,0.6
EP300,C0009402,0.75
EP300,C0009404,0.45
EP300,C0010606,0.5
EP300,C0014170,0.4
EP300,C0018801,0.7
EP300,C0018802,0.7
EP300,C0019572,0.45
EP300,C0025202,0.75
EP300,C0026351,0.4
EP300,C0026827,0.45
EP300,C0027092,0.4
EP300,C0028754,0.75
EP300,C0035934,0.9
EP300,C0038325,0.4
EP300,C0079772,0.4
EP300,C0149925,0.65
EP300,C0152013,0.6
EP300,C0175754,0.45
EP300,C0206624,0.5
EP300,C0265354,0.5
EP300,C0279626,0.75
EP300,C0334265,0.4
EP300,C0346629,0.85
EP300,C0346647,0.6
EP300,C0349588,0.45
EP300,C0376634,0.55
EP300,C0431447,0.4
EP300,C0543888,0.4
EP300,C0677776,0.4
EP300,C0683322,0.4
EP300,C0699790,0.6
EP300,C0751688,0.4
EP300,C1335060,0.4
EP300,C1458155,0.65
EP300,C1535926,0.6
EP300,C2677180,0.4
EP300,C3150941,0.7
EP300,C3714581,0.4
EP300,C3714756,0.65
EP300,C4022737,0.4
EP300,C4022738,0.45
EP300,C4087347,0.4
EP300,C4551563,0.65
EP300,C4551859,0.4
EP300,C5193035,0.5
EP300,C5680527,0.4
EPHA2,C0003076,0.4
EPHA2,C0009691,0.9
EPHA2,C0025281,0.4
EPHA2,C0028326,0.6
EPHA2,C0086543,0.75
EPHA2,C0175704,0.55
EPHA2,C0266539,0.4
EPHA2,C0278701,0.6
EPHA2,C0858617,0.4
EPHA2,C1843496,0.4
EPHA2,C1861825,0.65
EPHA2,C2880562,0.4
EPHA2,C4016349,0.4
EPHA2,C5681190,0.4
EPHA2,C5681644,0.4
EPHA4,C0278883,0.6
EPHA4,C0543888,0.4
EPHA4,C0699885,0.4
EPHX2,C0010054,0.7
EPHX2,C0010068,0.65
EPHX2,C0018801,0.75
EPHX2,C0018802,0.65
EPHX2,C0020445,0.65
EPHX2,C0020538,0.8
EPHX2,C0022660,0.65
EPHX2,C0027055,0.4
EPHX2,C0036341,0.65
EPHX2,C0151744,0.6
EPHX2,C0242698,0.4
EPHX2,C0264694,0.45
EPHX2,C0745103,0.6
EPHX2,C1510586,0.65
EPHX2,C1565662,0.4
EPHX2,C2609414,0.5
EPO,C0002395,0.75
EPO,C0002871,1.0
EPO,C0002878,0.5
EPO,C0002940,0.4
EPO,C0005283,0.75
EPO,C0006663,0.5
EPO,C0007682,0.65
EPO,C0007787,0.4
EPO,C0010054,0.65
EPO,C0010068,0.5
EPO,C0011871,0.45
EPO,C0011875,0.45
EPO,C0011882,0.55
EPO,C0011884,0.9
EPO,C0015672,0.6
EPO,C0017601,0.65
EPO,C0017638,0.8
EPO,C0018799,0.7
EPO,C0018801,0.8
EPO,C0018802,0.75
EPO,C0018818,0.4
EPO,C0019061,0.6
EPO,C0019284,0.4
EPO,C0020538,0.75
EPO,C0020542,0.65
EPO,C0021368,0.85
EPO,C0022658,0.85
EPO,C0022660,0.8
EPO,C0022661,0.85
EPO,C0025202,0.6
EPO,C0027051,0.9
EPO,C0027626,0.4
EPO,C0027726,0.6
EPO,C0027746,0.65
EPO,C0029227,0.4
EPO,C0030312,0.6
EPO,C0030472,0.6
EPO,C0030567,0.75
EPO,C0032051,0.55
EPO,C0032708,0.45
EPO,C0033141,0.4
EPO,C0034065,0.5
EPO,C0035078,0.75
EPO,C0036529,0.4
EPO,C0036980,0.4
EPO,C0038220,0.5
EPO,C0038358,0.4
EPO,C0040034,0.6
EPO,C0040053,0.65
EPO,C0040136,0.4
EPO,C0041948,0.7
EPO,C0042373,0.4
EPO,C0042487,0.5
EPO,C0042510,0.4
EPO,C0042514,0.4
EPO,C0087086,0.65
EPO,C0151744,0.65
EPO,C0152025,0.5
EPO,C0264694,0.4
EPO,C0270611,0.9
EPO,C0524851,0.85
EPO,C0555198,0.65
EPO,C0740392,0.4
EPO,C0752127,0.4
EPO,C0752130,0.4
EPO,C0878544,0.55
EPO,C1262477,0.5
EPO,C1285162,0.75
EPO,C1565662,0.45
EPO,C1963943,0.4
EPO,C2239176,0.75
EPO,C2609414,0.8
EPO,C2675471,0.4
EPO,C2713368,0.4
EPO,C2945695,0.6
EPO,C4693552,0.6
EPO,C4693556,0.6
EPO,C5190864,0.5
EPOR,C0002871,0.9
EPOR,C0017638,0.65
EPOR,C0023440,0.75
EPOR,C0024141,0.65
EPOR,C0025202,0.65
EPOR,C0027626,0.4
EPOR,C0027746,0.4
EPOR,C0032461,0.9
EPOR,C0040136,0.4
EPOR,C0152264,0.9
EPOR,C0221276,0.5
EPOR,C0555198,0.45
EPOR,C1458155,0.65
EPOR,C4551637,1.0
EPOR,C5679860,0.4
ERBB2,C0001418,0.95
ERBB2,C0005684,1.0
ERBB2,C0005695,0.95
ERBB2,C0007131,1.0
ERBB2,C0007134,0.9
ERBB2,C0009375,0.7
ERBB2,C0014859,0.85
ERBB2,C0016978,0.6
ERBB2,C0017185,0.7
ERBB2,C0017638,0.9
ERBB2,C0019569,0.75
ERBB2,C0024121,0.85
ERBB2,C0024232,0.65
ERBB2,C0024623,1.0
ERBB2,C0024624,0.45
ERBB2,C0025149,0.85
ERBB2,C0027643,0.5
ERBB2,C0030185,0.75
ERBB2,C0030354,0.75
ERBB2,C0033578,0.85
ERBB2,C0038356,0.9
ERBB2,C0152013,1.0
ERBB2,C0153421,0.45
ERBB2,C0153422,0.45
ERBB2,C0153423,0.45
ERBB2,C0153491,0.45
ERBB2,C0153492,0.45
ERBB2,C0153493,0.45
ERBB2,C0205875,0.5
ERBB2,C0206663,0.7
ERBB2,C0206698,0.85
ERBB2,C0206710,0.6
ERBB2,C0242379,0.9
ERBB2,C0280725,0.4
ERBB2,C0346629,0.85
ERBB2,C0376358,0.95
ERBB2,C0555198,0.65
ERBB2,C0596263,0.85
ERBB2,C0677886,0.75
ERBB2,C0919267,1.0
ERBB2,C1140680,1.0
ERBB2,C1299247,0.45
ERBB2,C1334410,0.4
ERBB2,C1335060,0.4
ERBB2,C1368019,0.8
ERBB2,C1368295,0.4
ERBB2,C1458155,1.0
ERBB2,C1527349,0.75
ERBB2,C2750850,0.45
ERBB2,C5561950,0.45
ERBB3,C0005586,0.5
ERBB3,C0005684,0.75
ERBB3,C0007131,0.85
ERBB3,C0011570,0.5
ERBB3,C0016978,0.45
ERBB3,C0019569,0.65
ERBB3,C0021847,0.45
ERBB3,C0024121,0.7
ERBB3,C0033578,0.4
ERBB3,C0036341,0.75
ERBB3,C0041696,0.5
ERBB3,C0152013,0.75
ERBB3,C0376358,0.75
ERBB3,C1269683,0.5
ERBB3,C1335060,0.4
ERBB3,C1335167,0.4
ERBB3,C1458155,0.9
ERBB3,C1843478,0.7
ERBB3,C1854664,0.4
ERBB3,C1855733,0.6
ERBB3,C5552985,0.45
ERBB4,C0002736,0.85
ERBB4,C0004238,0.45
ERBB4,C0005586,0.7
ERBB4,C0009404,0.55
ERBB4,C0016978,0.4
ERBB4,C0025202,0.85
ERBB4,C0036341,1.0
ERBB4,C0037286,0.5
ERBB4,C0039538,0.4
ERBB4,C0149782,0.4
ERBB4,C0152013,0.6
ERBB4,C0279626,0.65
ERBB4,C0338451,0.65
ERBB4,C0346629,0.85
ERBB4,C1319315,0.5
ERBB4,C1335060,0.4
ERBB4,C2239176,0.7
ERBB4,C2677565,0.4
ERBB4,C3715155,0.9
ERBB4,C4509932,0.4
ERBB4,C5680502,0.4
ERCC1,C0001956,0.5
ERCC1,C0002871,0.6
ERCC1,C0004509,0.55
ERCC1,C0006142,0.75
ERCC1,C0007131,1.0
ERCC1,C0007787,0.4
ERCC1,C0007873,0.5
ERCC1,C0008625,0.6
ERCC1,C0009404,0.65
ERCC1,C0017638,0.75
ERCC1,C0023449,0.65
ERCC1,C0023467,0.65
ERCC1,C0024121,0.6
ERCC1,C0024623,0.7
ERCC1,C0025202,0.75
ERCC1,C0025322,0.4
ERCC1,C0026764,0.4
ERCC1,C0027658,0.4
ERCC1,C0029463,0.7
ERCC1,C0030297,0.55
ERCC1,C0031117,0.65
ERCC1,C0035078,0.55
ERCC1,C0038356,0.65
ERCC1,C0039590,0.6
ERCC1,C0152013,0.85
ERCC1,C0153421,0.4
ERCC1,C0153422,0.4
ERCC1,C0153423,0.4
ERCC1,C0153458,0.45
ERCC1,C0153459,0.45
ERCC1,C0153460,0.45
ERCC1,C0153463,0.45
ERCC1,C0206639,0.4
ERCC1,C0279628,0.65
ERCC1,C0311375,0.4
ERCC1,C0341823,0.5
ERCC1,C0346629,0.75
ERCC1,C0349506,0.45
ERCC1,C0555198,0.55
ERCC1,C0751038,0.4
ERCC1,C0860204,0.4
ERCC1,C1335029,0.4
ERCC1,C1335060,0.4
ERCC1,C1335469,0.45
ERCC1,C1853100,0.6
ERCC1,C2315100,0.4
ERCC1,C4022839,0.4
ERCC1,C5399761,0.65
ERCC3,C0006142,0.6
ERCC3,C0007131,0.4
ERCC3,C0027672,0.6
ERCC3,C0031117,0.45
ERCC3,C0043346,1.0
ERCC3,C0268136,1.0
ERCC3,C0311375,0.4
ERCC3,C1140680,0.6
ERCC3,C1335029,0.4
ERCC3,C1955934,0.85
ERCC3,C4225344,0.65
ERCC3,C4304411,0.5
ERG,C0023418,0.85
ERG,C0023449,0.75
ERG,C0023467,0.85
ERG,C0023470,0.9
ERG,C0033578,0.85
ERG,C0279980,0.4
ERG,C0585474,0.5
ERG,C1313885,0.4
ERG,C1335469,0.4
ERG,C5882718,0.45
ERN1,C0014544,0.6
ERN1,C0026769,0.4
ERN1,C0152013,0.5
ERN1,C0278701,0.4
ERN1,C0279702,0.4
ERN1,C1335177,0.5
ERN1,C1621958,0.75
ERN1,C2239176,0.8
ERN1,C4277682,0.4
ERRFI1,C0014175,0.55
ERRFI1,C0032460,0.5
ESM1,C0023903,0.4
ESM1,C2239176,0.75
ESR1,C0001418,0.85
ESR1,C0002395,0.9
ESR1,C0003850,0.55
ESR1,C0004114,0.6
ESR1,C0004153,0.75
ESR1,C0005586,0.6
ESR1,C0005684,0.75
ESR1,C0005695,0.5
ESR1,C0005940,0.6
ESR1,C0005944,0.65
ESR1,C0006142,1.0
ESR1,C0007097,0.95
ESR1,C0007131,0.8
ESR1,C0007758,0.4
ESR1,C0010054,0.9
ESR1,C0010068,0.8
ESR1,C0011570,0.75
ESR1,C0011581,0.75
ESR1,C0011860,0.85
ESR1,C0014170,0.85
ESR1,C0014175,1.0
ESR1,C0015799,0.4
ESR1,C0017658,0.55
ESR1,C0021361,0.65
ESR1,C0021364,0.75
ESR1,C0023267,0.85
ESR1,C0023418,0.75
ESR1,C0023903,0.65
ESR1,C0024121,0.75
ESR1,C0024437,0.55
ESR1,C0024809,0.5
ESR1,C0025500,0.65
ESR1,C0026858,0.5
ESR1,C0027051,0.8
ESR1,C0027626,0.4
ESR1,C0027643,0.4
ESR1,C0027819,0.7
ESR1,C0028754,0.9
ESR1,C0028960,0.6
ESR1,C0029456,1.0
ESR1,C0033578,0.8
ESR1,C0036341,0.85
ESR1,C0036421,0.7
ESR1,C0036939,0.5
ESR1,C0042900,0.45
ESR1,C0149931,0.9
ESR1,C0151744,0.7
ESR1,C0154088,0.45
ESR1,C0154334,0.4
ESR1,C0157946,0.45
ESR1,C0264694,0.5
ESR1,C0346153,0.7
ESR1,C0376358,0.9
ESR1,C0400966,0.6
ESR1,C0410189,0.4
ESR1,C0525045,0.85
ESR1,C0553707,0.4
ESR1,C0678222,1.0
ESR1,C0750935,0.4
ESR1,C0751651,0.4
ESR1,C1336076,0.65
ESR1,C1368683,0.65
ESR1,C1458155,1.0
ESR1,C1720887,0.5
ESR1,C1800706,0.6
ESR1,C1832662,0.4
ESR1,C1853116,0.4
ESR1,C2239176,0.75
ESR1,C2751807,0.4
ESR1,C3241937,0.65
ESR1,C3809250,0.85
ESR1,C3887485,0.5
