gene_symbol,disease_id,score
AAGAB,C0022596,0.45
AAGAB,C1835662,0.85
AAGAB,C3554145,0.5
AAGAB,C4551675,0.65
AANAT,C0005587,0.5
AANAT,C0011570,0.65
AANAT,C0011581,0.65
AANAT,C1858496,0.5
AANAT,C3279991,0.4
ABAT,C0002395,0.65
ABAT,C0004352,0.6
ABAT,C0017168,0.5
ABAT,C0020179,0.7
ABAT,C0023380,0.45
ABAT,C0026827,0.65
ABAT,C0033922,0.4
ABAT,C0034933,0.4
ABAT,C0342708,0.9
ABAT,C0393706,0.4
ABCA1,C0002395,0.85
ABCA1,C0004153,1.0
ABCA1,C0009402,0.6
ABCA1,C0009404,0.5
ABCA1,C0010054,0.85
ABCA1,C0010068,0.75
ABCA1,C0011860,0.9
ABCA1,C0020443,0.95
ABCA1,C0020445,0.65
ABCA1,C0020623,0.45
ABCA1,C0022661,0.55
ABCA1,C0023487,0.4
ABCA1,C0028754,0.8
ABCA1,C0031117,0.65
ABCA1,C0036341,0.6
ABCA1,C0039292,1.0
ABCA1,C0151691,0.75
ABCA1,C0151744,0.65
ABCA1,C0264694,0.45
ABCA1,C0271183,0.4
ABCA1,C0342898,0.85
ABCA1,C0473527,0.8
ABCA1,C0678222,0.7
ABCA1,C0745103,0.6
ABCA1,C1335029,0.4
ABCA1,C1704429,0.75
ABCA1,C1843386,0.4
ABCA1,C2931838,0.75
ABCA1,C4024448,0.4
ABCA1,C4229399,0.4
ABCA1,C5231558,0.65
ABCA2,C1510586,0.4
ABCA2,C5394135,0.55
ABCA2,C5680181,0.4
ABCA3,C0006142,0.6
ABCA3,C0009404,0.4
ABCA3,C0013990,0.65
ABCA3,C0020542,0.6
ABCA3,C0024115,0.85
ABCA3,C0034050,0.45
ABCA3,C0034069,0.7
ABCA3,C0376358,0.4
ABCA3,C1145670,0.8
ABCA3,C1968602,0.45
ABCA3,C1970456,0.8
ABCA3,C2678480,0.4
ABCA3,C2697932,0.4
ABCA3,C3711368,0.75
ABCA3,C4082171,0.4
ABCA3,C4721507,0.4
ABCA3,C5441745,0.45
ABCA3,C5561926,0.4
ABCA3,C5680383,0.4
ABCB1,C0001175,0.7
ABCB1,C0002103,0.4
ABCB1,C0003431,0.45
ABCB1,C0003873,0.75
ABCB1,C0003977,0.4
ABCB1,C0004936,0.65
ABCB1,C0004943,0.65
ABCB1,C0006868,0.4
ABCB1,C0006870,0.65
ABCB1,C0007097,0.85
ABCB1,C0007131,1.0
ABCB1,C0007134,0.8
ABCB1,C0009324,0.8
ABCB1,C0009402,0.85
ABCB1,C0009404,0.7
ABCB1,C0010403,0.45
ABCB1,C0011570,0.85
ABCB1,C0011581,0.85
ABCB1,C0011860,0.8
ABCB1,C0013369,0.4
ABCB1,C0014544,1.0
ABCB1,C0014836,0.4
ABCB1,C0014859,0.7
ABCB1,C0018798,0.65
ABCB1,C0018799,0.6
ABCB1,C0019337,0.5
ABCB1,C0019693,0.9
ABCB1,C0020473,0.65
ABCB1,C0020476,0.5
ABCB1,C0020651,0.6
ABCB1,C0022658,0.7
ABCB1,C0022665,0.75
ABCB1,C0023449,0.95
ABCB1,C0024530,0.8
ABCB1,C0024809,0.5
ABCB1,C0027497,0.6
ABCB1,C0027543,0.6
ABCB1,C0027765,0.65
ABCB1,C0027819,0.75
ABCB1,C0027947,0.75
ABCB1,C0029445,0.6
ABCB1,C0029792,0.4
ABCB1,C0030193,0.75
ABCB1,C0030201,0.8
ABCB1,C0030567,0.85
ABCB1,C0030569,0.4
ABCB1,C0031069,0.65
ABCB1,C0031117,0.6
ABCB1,C0033141,0.4
ABCB1,C0033975,0.7
ABCB1,C0035126,0.4
ABCB1,C0036341,0.85
ABCB1,C0036529,0.4
ABCB1,C0038220,0.65
ABCB1,C0040715,0.4
ABCB1,C0041327,0.7
ABCB1,C0041696,0.7
ABCB1,C0042963,0.7
ABCB1,C0079744,0.7
ABCB1,C0156147,0.45
ABCB1,C0158442,0.4
ABCB1,C0158449,0.4
ABCB1,C0158450,0.4
ABCB1,C0158451,0.4
ABCB1,C0206686,0.6
ABCB1,C0235032,0.95
ABCB1,C0270850,0.5
ABCB1,C0279543,0.9
ABCB1,C0375359,0.45
ABCB1,C0376545,0.75
ABCB1,C0524662,0.7
ABCB1,C0553707,0.4
ABCB1,C0677776,0.4
ABCB1,C0745048,0.4
ABCB1,C0878544,0.75
ABCB1,C1168401,0.7
ABCB1,C1269683,0.8
ABCB1,C1319315,0.75
ABCB1,C1335029,0.4
ABCB1,C1335469,0.5
ABCB1,C1368683,0.4
ABCB1,C1458155,0.9
ABCB1,C1510586,0.6
ABCB1,C1527349,0.6
ABCB1,C1861502,0.4
ABCB1,C2239176,1.0
ABCB1,C2677101,0.55
ABCB1,C4277682,0.45
ABCB11,C0001733,0.4
ABCB11,C0008370,0.9
ABCB11,C0008372,1.0
ABCB11,C0009404,0.4
ABCB11,C0023890,0.8
ABCB11,C0033774,0.75
ABCB11,C0268312,0.75
ABCB11,C0268318,0.8
ABCB11,C1865643,0.6
ABCB11,C2608083,1.0
ABCB11,C2931067,0.5
ABCB11,C3489789,1.0
ABCB11,C3554241,0.4
ABCB11,C4021883,0.4
ABCB11,C4551898,0.75
ABCB11,C4551899,0.6
ABCB4,C0008311,0.7
ABCB4,C0008312,0.85
ABCB4,C0008313,0.75
ABCB4,C0008370,0.95
ABCB4,C0008372,1.0
ABCB4,C0009404,0.5
ABCB4,C0021368,0.65
ABCB4,C0022354,0.4
ABCB4,C0023890,0.9
ABCB4,C0023892,0.5
ABCB4,C0023895,0.75
ABCB4,C0036341,0.4
ABCB4,C0268312,0.75
ABCB4,C0268318,0.8
ABCB4,C0400966,0.5
ABCB4,C0745744,0.65
ABCB4,C1855465,0.4
ABCB4,C1865643,1.0
ABCB4,C2239176,0.95
ABCB4,C2609268,1.0
ABCB4,C3241937,0.5
ABCB4,C3489728,0.4
ABCB4,C3554241,0.6
ABCB4,C4551898,0.8
ABCB4,C4551899,0.4
ABCB5,C0009402,0.65
ABCB5,C0009404,0.4
ABCB5,C0025202,0.75
ABCB5,C1335302,0.4
ABCB6,C0006142,0.4
ABCB6,C0009404,0.4
ABCB6,C0032460,0.4
ABCB6,C0040136,0.4
ABCB6,C0155299,0.4
ABCB6,C0266551,0.4
ABCB6,C0344516,0.4
ABCB6,C0521573,0.4
ABCB6,C1836705,0.5
ABCB6,C1852767,0.4
ABCB6,C2930995,0.8
ABCB6,C3281027,0.6
ABCB6,C3809394,0.6
ABCB6,C4255043,0.5
ABCB6,C4273970,0.6
ABCB6,C4708599,0.4
ABCC1,C0009404,0.4
ABCC1,C0018799,0.4
ABCC1,C0020538,0.4
ABCC1,C0024117,0.65
ABCC1,C0031117,0.6
ABCC1,C0346153,0.4
ABCC1,C1168401,0.4
ABCC1,C1335029,0.4
ABCC1,C1458155,0.6
ABCC1,C4277682,0.4
ABCC1,C5394499,0.6
ABCC1,C5779548,0.45
ABCC2,C0002170,0.4
ABCC2,C0003873,0.6
ABCC2,C0007131,0.75
ABCC2,C0008312,0.7
ABCC2,C0008370,0.8
ABCC2,C0009404,0.4
ABCC2,C0012242,0.4
ABCC2,C0013182,0.4
ABCC2,C0013369,0.4
ABCC2,C0018799,0.4
ABCC2,C0020433,0.85
ABCC2,C0020435,0.6
ABCC2,C0022350,1.0
ABCC2,C0023449,0.75
ABCC2,C0023892,0.45
ABCC2,C0027765,0.4
ABCC2,C0033141,0.4
ABCC2,C0036529,0.4
ABCC2,C0038220,0.6
ABCC2,C0206698,0.7
ABCC2,C0279543,0.6
ABCC2,C0279626,0.6
ABCC2,C0280725,0.45
ABCC2,C0400966,0.65
ABCC2,C0524912,0.45
ABCC2,C0878544,0.5
ABCC2,C1168401,0.6
ABCC2,C1275116,0.4
ABCC2,C1335469,0.4
ABCC2,C3241937,0.65
ABCC2,C4277682,0.45
ABCC3,C0003873,0.5
ABCC3,C0008370,0.7
ABCC3,C0009404,0.4
ABCC3,C0019209,0.4
ABCC3,C1510586,0.4
ABCC4,C0003873,0.5
ABCC4,C0009404,0.4
ABCC4,C0014175,0.6
ABCC4,C0029227,0.4
ABCC4,C0033578,0.5
ABCC4,C0235604,0.4
ABCC4,C0236969,0.4
ABCC4,C0342257,0.4
ABCC4,C0376358,0.75
ABCC5,C0003873,0.5
ABCC5,C0009404,0.4
ABCF3,C0376358,0.4
ABCG1,C0009404,0.4
ABCG1,C0022661,0.45
ABCG1,C0043094,0.4
ABCG2,C0001430,0.65
ABCG2,C0003868,0.75
ABCG2,C0003873,0.6
ABCG2,C0007134,0.75
ABCG2,C0008312,0.65
ABCG2,C0009404,0.7
ABCG2,C0013369,0.4
ABCG2,C0018099,1.0
ABCG2,C0018801,0.5
ABCG2,C0018802,0.5
ABCG2,C0023492,0.4
ABCG2,C0023892,0.4
ABCG2,C0026764,0.7
ABCG2,C0027765,0.4
ABCG2,C0033141,0.4
ABCG2,C0036529,0.4
ABCG2,C0079731,0.55
ABCG2,C0079744,0.6
ABCG2,C0235032,0.7
ABCG2,C0279543,0.9
ABCG2,C0334389,0.4
ABCG2,C0677776,0.4
ABCG2,C0740394,0.95
ABCG2,C0878544,0.5
ABCG2,C1168401,0.6
ABCG2,C1458155,0.75
ABCG2,C1510586,0.4
ABCG2,C1841837,0.4
ABCG5,C0002881,0.4
ABCG5,C0003850,0.45
ABCG5,C0004153,0.75
ABCG5,C0010054,0.65
ABCG5,C0010068,0.6
ABCG5,C0017565,0.4
ABCG5,C0020443,1.0
ABCG5,C0023772,0.4
ABCG5,C0033578,0.4
ABCG5,C0040034,0.55
ABCG5,C0043325,0.55
ABCG5,C0151744,0.45
ABCG5,C0242339,0.6
ABCG5,C0264694,0.45
ABCG5,C0342907,1.0
ABCG5,C1458140,0.4
ABCG5,C1969115,0.4
ABCG5,C2749759,0.4
ABCG5,C4023141,0.4
ABCG5,C4023153,0.4
ABCG5,C4023154,0.4
ABCG5,C4023155,0.4
ABCG5,C4024703,0.4
ABCG5,C4024727,0.4
ABCG5,C4025650,0.4
ABCG5,C4310724,0.4
ABCG5,C4310741,0.4
ABCG5,C4551856,0.4
ABCG5,C5231453,0.6
ABCG8,C0002881,0.4
ABCG8,C0003850,0.45
ABCG8,C0008350,1.0
ABCG8,C0010054,0.85
ABCG8,C0010068,0.5
ABCG8,C0020473,0.7
ABCG8,C0020476,0.45
ABCG8,C0028754,0.65
ABCG8,C0040034,0.45
ABCG8,C0151744,0.45
ABCG8,C0264694,0.45
ABCG8,C0342907,1.0
ABCG8,C0947622,0.75
ABCG8,C1458140,0.45
ABCG8,C1867743,0.45
ABCG8,C1969115,0.45
ABCG8,C2749759,0.5
ABCG8,C4025650,0.4
ABCG8,C4229399,0.4
ABL1,C0001418,0.4
ABL1,C0008073,0.4
ABL1,C0009404,0.4
ABL1,C0014859,0.5
ABL1,C0015544,0.6
ABL1,C0018798,0.65
ABL1,C0023449,0.85
ABL1,C0023467,1.0
ABL1,C0023903,0.55
ABL1,C0025202,0.85
ABL1,C0151491,0.4
ABL1,C0152021,0.5
ABL1,C0220641,0.4
ABL1,C0279543,1.0
ABL1,C0279628,0.6
ABL1,C0345958,0.4
ABL1,C0346629,0.6
ABL1,C0585362,0.6
ABL1,C0596263,0.75
ABL1,C0862030,0.4
ABL1,C1335469,0.4
ABL1,C1458155,0.65
ABL1,C1961099,0.75
ABL1,C2315100,0.45
ABL1,C4016396,0.4
ABL1,C4023165,0.4
ABL1,C4539857,0.75
ABL1,C4551563,0.5
ABL1,C5680319,0.4
ABL1,C5681261,0.4
ABL1,C5816735,0.4
ACACA,C0009402,0.6
ACACA,C0018801,0.4
ACACA,C0018802,0.4
ACACA,C0268603,0.65
ACACA,C0677776,0.4
ACACA,C2239176,0.75
ACADM,C0006142,0.65
ACADM,C0028754,0.4
ACADM,C0043094,0.4
ACADM,C0085605,0.4
ACADM,C0220710,1.0
ACADM,C0520459,0.4
ACADM,C1527366,0.4
ACADM,C3554691,0.4
ACAN,C0003873,0.75
ACAN,C0025281,0.4
ACAN,C0029421,0.65
ACAN,C0032273,0.4
ACAN,C0038015,0.65
ACAN,C0238288,0.4
ACAN,C0349588,0.8
ACAN,C1842149,0.85
ACAN,C2748544,0.6
ACAN,C3665488,0.7
ACAN,C4540541,0.4
ACAN,C4540542,0.4
ACAN,C5681177,0.45
ACAT1,C0007001,0.45
ACAT1,C0022661,0.45
ACAT1,C0149670,0.45
ACAT1,C1533628,0.45
ACAT1,C1536500,0.9
ACE,C0001418,0.65
ACE,C0001925,0.9
ACE,C0001973,0.65
ACE,C0002395,1.0
ACE,C0002871,0.7
ACE,C0002986,0.55
ACE,C0003811,0.8
ACE,C0004096,0.75
ACE,C0004238,0.95
ACE,C0004352,0.5
ACE,C0004943,0.75
ACE,C0005138,0.6
ACE,C0005586,0.6
ACE,C0006142,0.8
ACE,C0007222,0.95
ACE,C0007785,0.8
ACE,C0007786,0.5
ACE,C0010054,0.95
ACE,C0010068,1.0
ACE,C0010200,0.8
ACE,C0011581,0.75
ACE,C0011854,1.0
ACE,C0011860,1.0
ACE,C0011881,1.0
ACE,C0011884,0.9
ACE,C0013182,0.5
ACE,C0017205,0.8
ACE,C0017661,0.75
ACE,C0017924,0.6
ACE,C0018801,1.0
ACE,C0018802,0.9
ACE,C0019159,0.55
ACE,C0020517,0.55
ACE,C0020538,1.0
ACE,C0020542,0.75
ACE,C0020649,0.9
ACE,C0021364,0.65
ACE,C0022658,0.95
ACE,C0022661,1.0
ACE,C0023418,0.6
ACE,C0023890,0.9
ACE,C0024115,0.65
ACE,C0024117,0.75
ACE,C0024121,0.5
ACE,C0024623,0.75
ACE,C0025303,0.6
ACE,C0026265,0.7
ACE,C0026267,0.6
ACE,C0026764,0.65
ACE,C0027051,1.0
ACE,C0027697,0.65
ACE,C0031069,0.65
ACE,C0032285,0.75
ACE,C0032290,0.55
ACE,C0032310,0.5
ACE,C0032461,0.5
ACE,C0032914,0.8
ACE,C0033578,0.55
ACE,C0033687,0.85
ACE,C0034069,0.8
ACE,C0034152,0.7
ACE,C0035078,0.75
ACE,C0035222,0.75
ACE,C0036202,1.0
ACE,C0036341,0.8
ACE,C0038013,0.65
ACE,C0038356,0.6
ACE,C0038454,0.9
ACE,C0038522,0.65
ACE,C0041696,0.7
ACE,C0043094,0.65
ACE,C0079485,0.45
ACE,C0086132,0.6
ACE,C0149721,1.0
ACE,C0151744,0.95
ACE,C0153421,0.45
ACE,C0178324,0.7
ACE,C0221765,0.6
ACE,C0264694,0.5
ACE,C0264765,0.55
ACE,C0266313,0.8
ACE,C0273115,0.75
ACE,C0344315,0.7
ACE,C0400966,0.6
ACE,C0455503,0.5
ACE,C0520679,0.85
ACE,C0730379,0.6
ACE,C0948008,0.75
ACE,C0948480,0.6
ACE,C1135196,0.65
ACE,C1175175,0.75
ACE,C1262477,0.75
ACE,C1269683,0.7
ACE,C1968949,0.6
ACE,C2239176,0.95
ACE,C2937358,0.75
ACE,C3241937,0.65
ACE,C3281105,0.6
ACE,C5203670,0.95
ACE,C5681536,0.45
ACE2,C0000786,0.4
ACE2,C0003469,0.65
ACE2,C0011881,0.9
ACE2,C0011884,0.8
ACE2,C0017668,0.6
ACE2,C0018801,0.9
ACE2,C0018802,0.8
ACE2,C0020538,1.0
ACE2,C0020542,0.9
ACE2,C0021368,0.75
ACE2,C0024534,0.55
ACE2,C0033141,0.4
ACE2,C0034069,0.8
ACE2,C0035222,0.75
ACE2,C0035235,0.65
ACE2,C0036529,0.4
ACE2,C0162871,0.65
ACE2,C0242488,0.9
ACE2,C0273115,0.85
ACE2,C0553980,0.4
ACE2,C0878544,0.65
ACE2,C1175175,1.0
ACE2,C1262477,0.5
ACE2,C5203670,1.0
ACHE,C0002395,1.0
ACHE,C0002726,0.65
ACHE,C0002871,0.4
ACHE,C0005684,0.5
ACHE,C0005695,0.4
ACHE,C0006870,0.55
ACHE,C0007134,0.5
ACHE,C0009404,0.4
ACHE,C0014544,0.65
ACHE,C0018273,0.4
ACHE,C0019337,0.45
ACHE,C0023186,0.4
ACHE,C0025261,0.65
ACHE,C0026650,0.5
ACHE,C0026850,0.55
ACHE,C0026896,0.8
ACHE,C0027765,0.75
ACHE,C0028754,0.75
ACHE,C0029792,0.45
ACHE,C0033578,0.4
ACHE,C0036341,0.65
ACHE,C0040822,0.55
ACHE,C0086468,0.4
ACHE,C0154333,0.4
ACHE,C0154536,0.4
ACHE,C0700359,0.6
ACHE,C0751265,0.4
ACHE,C1260409,0.45
ACHE,C1458155,0.5
ACHE,C1510586,0.65
ACLY,C0018801,0.6
ACLY,C0018802,0.6
ACLY,C0028754,0.65
ACLY,C2239176,0.75
ACOX1,C0151786,0.4
ACOX1,C1849678,1.0
ACOX1,C2239176,0.75
ACOX1,C5394554,0.9
ACP1,C0010054,0.65
ACP1,C0010068,0.55
ACP1,C0011849,0.7
ACP1,C0011854,0.8
ACP1,C0011860,0.8
ACP1,C0011884,0.65
ACP1,C0028754,0.8
ACP1,C0036341,0.6
ACP1,C0041671,0.45
ACP1,C0041696,0.5
ACP1,C0149654,0.45
ACP1,C0151744,0.45
ACP1,C0264694,0.45
ACP1,C1269683,0.5
ACP5,C0020503,0.7
ACP5,C0028754,0.75
ACP5,C0432222,0.75
ACP5,C1842763,0.7
ACP5,C4759767,0.45
ACSL1,C0007097,0.4
ACSL1,C0028754,0.7
ACSL1,C0553707,0.4
ACSL1,C1368683,0.4
ACSL1,C4277682,0.4
ACSL4,C0009402,0.6
ACSL4,C0011570,0.6
ACSL4,C0025362,0.7
ACSL4,C0033578,0.4
ACSL4,C0041834,0.5
ACSL4,C0152013,0.5
ACSL4,C0557874,0.5
ACSL4,C0948008,0.55
ACSL4,C1335060,0.4
ACSL4,C1510586,0.55
ACSL4,C1845672,0.7
ACSL4,C1846242,0.55
ACSL4,C2239176,0.75
ACSL4,C3501611,0.7
ACSL4,C3714756,0.75
ACTA2,C0005398,0.4
ACTA2,C0009375,0.4
ACTA2,C0009782,0.6
ACTA2,C0014175,0.5
ACTA2,C0015934,0.4
ACTA2,C0016059,0.85
ACTA2,C0017668,0.4
ACTA2,C0019189,0.4
ACTA2,C0022116,0.4
ACTA2,C0022658,0.4
ACTA2,C0023890,0.5
ACTA2,C0023895,0.5
ACTA2,C0026654,0.8
ACTA2,C0027051,0.55
ACTA2,C0027719,0.4
ACTA2,C0029866,0.4
ACTA2,C0034069,0.65
ACTA2,C0036421,0.6
ACTA2,C0162872,1.0
ACTA2,C0856750,0.4
ACTA2,C1328840,0.4
ACTA2,C1458155,0.4
ACTA2,C1619692,0.4
ACTA2,C1846837,0.4
ACTA2,C1876165,0.4
ACTA2,C2673186,0.45
ACTA2,C3151201,0.95
ACTA2,C3279191,0.4
ACTA2,C3279690,0.5
ACTA2,C4022878,0.45
ACTA2,C4707243,0.5
ACVR1,C0004114,0.6
ACVR1,C0016037,1.0
ACVR1,C0017606,0.5
ACVR1,C0017638,0.75
ACVR1,C0025202,0.6
ACVR1,C0027122,0.5
ACVR1,C0152021,0.55
ACVR1,C0206368,0.5
ACVR1,C0242488,0.55
ACVR1,C0339573,0.45
ACVR1,C0555198,0.65
ACVR1,C0678230,0.4
ACVR1,C0750935,0.4
ACVR1,C1458155,0.4
ADA,C0004096,0.7
ADA,C0004352,0.6
ADA,C0007102,0.65
ADA,C0020452,0.4
ADA,C0024121,0.4
ADA,C0037928,0.4
ADA,C0041326,0.75
ADA,C0042133,0.55
ADA,C0085110,1.0
ADA,C0152531,0.45
ADA,C0268124,0.85
ADA,C0392607,0.75
ADA,C1510586,0.5
ADA,C1832322,0.4
ADA,C1863236,0.5
ADA,C1863239,0.6
ADA,C2700553,0.6
ADAM10,C0002395,1.0
ADAM10,C0016059,0.4
ADAM10,C0017661,0.4
ADAM10,C0033054,0.4
ADAM10,C0035078,0.4
ADAM10,C0406811,0.8
ADAM10,C1321872,0.4
ADAM10,C1458155,0.4
ADAM10,C3714534,0.4
ADAM10,C3810041,0.6
ADAM10,C5575119,0.4
ADAM17,C0002395,0.9
ADAM17,C0005758,0.4
ADAM17,C0009319,0.65
ADAM17,C0011860,0.8
ADAM17,C0021390,0.6
ADAM17,C0152021,0.55
ADAM17,C1834752,0.4
ADAM17,C3280501,0.5
ADAM17,C4751120,0.4
ADAM9,C0033578,0.5
ADAM9,C0035334,0.4
ADAM9,C0854723,0.4
ADAM9,C1423873,0.55
ADAM9,C4085590,0.75
ADAMTS5,C0019209,0.4
ADAMTS5,C0085215,0.4
ADAMTS5,C0157946,0.45
ADCY8,C0005586,0.65
ADCY8,C0009402,0.4
ADCY8,C0011570,0.5
ADCY8,C0011581,0.6
ADCY8,C0011871,0.4
ADCY8,C0011875,0.5
ADCY8,C0525045,0.8
ADCY8,C3887506,0.4
ADCYAP1,C0001973,0.6
ADCYAP1,C0005586,0.65
ADCYAP1,C0011570,0.75
ADCYAP1,C0011581,0.75
ADCYAP1,C0020452,0.4
ADCYAP1,C0026205,0.4
ADCYAP1,C0033141,0.4
ADCYAP1,C0036341,0.75
ADCYAP1,C0036529,0.4
ADCYAP1,C0235032,0.65
ADCYAP1,C0279626,0.4
ADCYAP1,C0878544,0.65
ADCYAP1,C0878773,0.4
ADCYAP1,C3887612,0.4
ADH1C,C0001969,0.65
ADH1C,C0001973,1.0
ADH1C,C0026640,0.4
ADH1C,C0030297,0.45
ADH1C,C0085762,0.65
ADH1C,C0153458,0.45
ADH1C,C0153459,0.45
ADH1C,C0153460,0.45
ADH1C,C0153463,0.45
ADH1C,C1838867,0.4
ADH1C,C3160718,0.5
ADH1C,C4274355,0.45
ADH4,C0001956,0.6
ADH4,C0001973,0.9
ADH4,C0085762,0.6
ADH4,C0400966,0.5
ADH4,C1510586,0.4
ADH4,C2239176,0.7
ADH4,C3241937,0.6
ADH5,C0001973,0.7
ADH5,C0004096,0.65
ADH5,C1510586,0.45
ADH5,C5436906,0.85
ADIPOQ,C0003873,0.75
ADIPOQ,C0004153,0.9
ADIPOQ,C0006142,0.8
ADIPOQ,C0007112,0.55
ADIPOQ,C0007134,0.65
ADIPOQ,C0007222,0.9
ADIPOQ,C0010054,0.8
ADIPOQ,C0010068,0.85
ADIPOQ,C0011849,0.85
ADIPOQ,C0011860,1.0
ADIPOQ,C0011881,0.8
ADIPOQ,C0011884,0.8
ADIPOQ,C0018801,0.9
ADIPOQ,C0018802,0.8
ADIPOQ,C0019337,0.5
ADIPOQ,C0020452,0.4
ADIPOQ,C0020456,0.85
ADIPOQ,C0020538,0.85
ADIPOQ,C0021368,0.95
ADIPOQ,C0021655,1.0
ADIPOQ,C0022661,0.9
ADIPOQ,C0027055,0.4
ADIPOQ,C0028754,1.0
ADIPOQ,C0033141,0.45
ADIPOQ,C0034063,0.4
ADIPOQ,C0034069,0.5
ADIPOQ,C0036529,0.45
ADIPOQ,C0043094,0.75
ADIPOQ,C0085207,0.9
ADIPOQ,C0151744,0.8
ADIPOQ,C0156147,0.45
ADIPOQ,C0264694,0.45
ADIPOQ,C0339573,0.55
ADIPOQ,C0400966,0.95
ADIPOQ,C0524620,1.0
ADIPOQ,C0878544,0.6
ADIPOQ,C0948480,0.4
ADIPOQ,C1262477,0.85
ADIPOQ,C2239176,0.65
ADIPOQ,C2675517,0.8
ADIPOQ,C2675519,0.75
ADIPOQ,C3241937,0.85
ADIPOQ,C4277682,0.4
ADIPOR1,C0006142,0.8
ADIPOR1,C0007112,0.45
ADIPOR1,C0021361,0.4
ADIPOR1,C0022661,0.65
ADIPOR1,C0024437,0.45
ADIPOR1,C0035334,0.65
ADIPOR1,C0854723,0.55
ADIPOR2,C0011860,0.9
ADIPOR2,C0021361,0.4
ADIPOR2,C0400966,0.7
ADIPOR2,C3241937,0.7
ADM,C0004352,0.6
ADM,C0005586,0.6
ADM,C0006142,0.8
ADM,C0017658,0.7
ADM,C0020429,0.45
ADM,C0020456,0.55
ADM,C0020542,0.7
ADM,C0021655,0.65
ADM,C0030193,0.6
ADM,C0030297,0.45
ADM,C0032460,0.7
ADM,C0036341,0.6
ADM,C0038358,0.4
ADM,C0153458,0.45
ADM,C0153459,0.45
ADM,C0153460,0.45
ADM,C0153463,0.45
ADM,C0243026,0.8
ADM,C0751955,0.55
ADORA1,C0004096,0.85
ADORA1,C0007370,0.4
ADORA1,C0007787,0.4
ADORA1,C0009402,0.6
ADORA1,C0013182,0.4
ADORA1,C0020649,0.4
ADORA1,C0022116,0.65
ADORA1,C0027051,0.4
ADORA1,C0027746,0.65
ADORA1,C0033054,0.4
ADORA1,C0036341,0.6
ADORA1,C0038525,0.4
ADORA1,C0242973,0.4
ADORA1,C0428977,0.55
ADORA1,C0740392,0.4
ADORA2A,C0003469,0.75
ADORA2A,C0003873,0.75
ADORA2A,C0004096,0.7
ADORA2A,C0011570,0.65
ADORA2A,C0013182,0.4
ADORA2A,C0020649,0.5
ADORA2A,C0021603,0.4
ADORA2A,C0026650,0.65
ADORA2A,C0030319,0.75
ADORA2A,C0033141,0.4
ADORA2A,C0035126,0.7
ADORA2A,C0036341,0.75
ADORA2A,C0036529,0.4
ADORA2A,C0040822,0.65
ADORA2A,C0154334,0.4
ADORA2A,C0154536,0.4
ADORA2A,C0242973,0.4
ADORA2A,C0243026,0.65
ADORA2A,C0525045,0.5
ADORA2A,C0878544,0.5
ADORA2A,C1262477,0.4
ADORA2A,C3887506,0.4
ADORA2A,C4707658,0.6
ADORA3,C0009402,0.65
ADORA3,C0022116,0.6
ADORA3,C0027051,0.4
ADRA1A,C0002395,0.8
ADRA1A,C0005586,0.6
ADRA1A,C0006142,0.65
ADRA1A,C0006870,0.5
ADRA1A,C0009171,0.5
ADRA1A,C0019337,0.65
ADRA1A,C0020538,0.8
ADRA1A,C0023890,0.4
ADRA1A,C0036341,0.7
ADRA1A,C0041696,0.6
ADRA1A,C0600427,0.5
ADRA1A,C0600519,0.4
ADRA1A,C1269683,0.6
ADRA1A,C2239176,0.65
ADRA1A,C3496069,0.5
ADRA1B,C0018800,0.4
ADRA1B,C0020649,0.55
ADRA1B,C0022658,0.4
ADRA1B,C0027746,0.65
ADRA1B,C0235032,0.55
ADRA1B,C0525045,0.5
ADRA1D,C1135196,0.4
ADRA2A,C0001973,0.7
ADRA2A,C0011570,0.8
ADRA2A,C0011581,0.75
ADRA2A,C0011860,0.8
ADRA2A,C0013146,0.4
ADRA2A,C0014544,0.4
ADRA2A,C0016059,0.55
ADRA2A,C0018799,0.4
ADRA2A,C0018800,0.4
ADRA2A,C0020538,0.85
ADRA2A,C0020649,0.65
ADRA2A,C0028043,0.55
ADRA2A,C0030319,0.5
ADRA2A,C0036341,0.75
ADRA2A,C0041671,0.55
ADRA2A,C0271694,0.4
ADRA2A,C0525045,0.6
ADRA2A,C1720859,0.4
ADRA2A,C1720860,0.4
ADRA2A,C1720861,0.4
ADRA2A,C5882744,0.45
ADRA2B,C0010520,0.4
ADRA2B,C0011860,0.65
ADRA2B,C0011882,0.45
ADRA2B,C0014544,0.5
ADRA2B,C0020538,0.65
ADRA2B,C0024115,0.4
ADRA2B,C0025362,0.45
ADRA2B,C0027051,0.7
ADRA2B,C0028754,0.65
ADRA2B,C1842852,0.4
ADRA2B,C2239176,0.5
ADRA2B,C4273988,0.6
ADRB1,C0005612,0.45
ADRB1,C0007193,0.8
ADRB1,C0007222,0.8
ADRB1,C0011570,0.65
ADRB1,C0011581,0.65
ADRB1,C0011849,0.5
ADRB1,C0018801,1.0
ADRB1,C0018802,0.95
ADRB1,C0020452,0.4
ADRB1,C0020538,1.0
ADRB1,C0024117,0.45
ADRB1,C0027055,0.45
ADRB1,C0027719,0.4
ADRB1,C0028754,0.85
ADRB1,C0031099,0.65
ADRB1,C0038356,0.4
ADRB1,C0151744,0.65
ADRB1,C0152136,0.55
