protein,relation,pathway
AMDHD1,associatedWith,R-HSA-70921
CARNMT1,associatedWith,R-HSA-70921
CARNS1,associatedWith,R-HSA-70921
FTCD,associatedWith,R-HSA-70921
HAL,associatedWith,R-HSA-70921
HDC,associatedWith,R-HSA-70921
HNMT,associatedWith,R-HSA-70921
UROC1,associatedWith,R-HSA-70921
MCEE,associatedWith,R-HSA-71032
MMAA,associatedWith,R-HSA-71032
MMUT,associatedWith,R-HSA-71032
PCCA,associatedWith,R-HSA-71032
PCCB,associatedWith,R-HSA-71032
AADAT,associatedWith,R-HSA-71064
AASS,associatedWith,R-HSA-71064
ALDH7A1,associatedWith,R-HSA-71064
CRYM,associatedWith,R-HSA-71064
DLD,associatedWith,R-HSA-71064
DLST,associatedWith,R-HSA-71064
GCDH,associatedWith,R-HSA-71064
HYKK,associatedWith,R-HSA-71064
OGDH,associatedWith,R-HSA-71064
PHYKPL,associatedWith,R-HSA-71064
PIPOX,associatedWith,R-HSA-71064
SLC25A21,associatedWith,R-HSA-71064
AADAT,associatedWith,R-HSA-71240
ACMSD,associatedWith,R-HSA-71240
AFMID,associatedWith,R-HSA-71240
HAAO,associatedWith,R-HSA-71240
IDO1,associatedWith,R-HSA-71240
IDO2,associatedWith,R-HSA-71240
KMO,associatedWith,R-HSA-71240
KYAT1,associatedWith,R-HSA-71240
KYAT3,associatedWith,R-HSA-71240
KYNU,associatedWith,R-HSA-71240
SLC36A4,associatedWith,R-HSA-71240
SLC3A2,associatedWith,R-HSA-71240
SLC7A5,associatedWith,R-HSA-71240
TDO2,associatedWith,R-HSA-71240
ALDH9A1,associatedWith,R-HSA-71262
BBOX1,associatedWith,R-HSA-71262
SHMT1,associatedWith,R-HSA-71262
TMLHE,associatedWith,R-HSA-71262
CKB,associatedWith,R-HSA-71288
CKM,associatedWith,R-HSA-71288
CKMT1A,associatedWith,R-HSA-71288
CKMT1B,associatedWith,R-HSA-71288
CKMT2,associatedWith,R-HSA-71288
GAMT,associatedWith,R-HSA-71288
GATM,associatedWith,R-HSA-71288
SLC6A11,associatedWith,R-HSA-71288
SLC6A12,associatedWith,R-HSA-71288
SLC6A7,associatedWith,R-HSA-71288
SLC6A8,associatedWith,R-HSA-71288
DERA,associatedWith,R-HSA-71336
G6PD,associatedWith,R-HSA-71336
PGD,associatedWith,R-HSA-71336
PGLS,associatedWith,R-HSA-71336
PGM2,associatedWith,R-HSA-71336
RBKS,associatedWith,R-HSA-71336
RPE,associatedWith,R-HSA-71336
RPEL1,associatedWith,R-HSA-71336
RPIA,associatedWith,R-HSA-71336
SHPK,associatedWith,R-HSA-71336
TALDO1,associatedWith,R-HSA-71336
TKT,associatedWith,R-HSA-71336
ACSS1,associatedWith,R-HSA-71384
ACSS2,associatedWith,R-HSA-71384
ADH1A,associatedWith,R-HSA-71384
ADH1B,associatedWith,R-HSA-71384
ADH1C,associatedWith,R-HSA-71384
ADH4,associatedWith,R-HSA-71384
ADH5,associatedWith,R-HSA-71384
ADH6,associatedWith,R-HSA-71384
ADH7,associatedWith,R-HSA-71384
ALDH1A1,associatedWith,R-HSA-71384
ALDH1B1,associatedWith,R-HSA-71384
ALDH2,associatedWith,R-HSA-71384
ACO2,associatedWith,R-HSA-71403
CS,associatedWith,R-HSA-71403
DLD,associatedWith,R-HSA-71403
DLST,associatedWith,R-HSA-71403
FAHD1,associatedWith,R-HSA-71403
FH,associatedWith,R-HSA-71403
IDH2,associatedWith,R-HSA-71403
IDH3A,associatedWith,R-HSA-71403
IDH3B,associatedWith,R-HSA-71403
IDH3G,associatedWith,R-HSA-71403
MDH2,associatedWith,R-HSA-71403
ME2,associatedWith,R-HSA-71403
ME3,associatedWith,R-HSA-71403
NNT,associatedWith,R-HSA-71403
OGDH,associatedWith,R-HSA-71403
SDHA,associatedWith,R-HSA-71403
SDHB,associatedWith,R-HSA-71403
SDHC,associatedWith,R-HSA-71403
SDHD,associatedWith,R-HSA-71403
SUCLA2,associatedWith,R-HSA-71403
SUCLG1,associatedWith,R-HSA-71403
SUCLG2,associatedWith,R-HSA-71403
PPA1,associatedWith,R-HSA-71737
PPA2,associatedWith,R-HSA-71737
CCNH,associatedWith,R-HSA-72086
CDK7,associatedWith,R-HSA-72086
ERCC2,associatedWith,R-HSA-72086
ERCC3,associatedWith,R-HSA-72086
GTF2F1,associatedWith,R-HSA-72086
GTF2F2,associatedWith,R-HSA-72086
GTF2H1,associatedWith,R-HSA-72086
GTF2H2,associatedWith,R-HSA-72086
GTF2H3,associatedWith,R-HSA-72086
GTF2H4,associatedWith,R-HSA-72086
GTF2H5,associatedWith,R-HSA-72086
MNAT1,associatedWith,R-HSA-72086
NCBP1,associatedWith,R-HSA-72086
NCBP2,associatedWith,R-HSA-72086
POLR2A,associatedWith,R-HSA-72086
POLR2B,associatedWith,R-HSA-72086
POLR2C,associatedWith,R-HSA-72086
POLR2D,associatedWith,R-HSA-72086
POLR2E,associatedWith,R-HSA-72086
POLR2F,associatedWith,R-HSA-72086
POLR2G,associatedWith,R-HSA-72086
POLR2H,associatedWith,R-HSA-72086
POLR2I,associatedWith,R-HSA-72086
POLR2J,associatedWith,R-HSA-72086
POLR2K,associatedWith,R-HSA-72086
POLR2L,associatedWith,R-HSA-72086
RNGTT,associatedWith,R-HSA-72086
RNMT,associatedWith,R-HSA-72086
SUPT5H,associatedWith,R-HSA-72086
ALYREF,associatedWith,R-HSA-72163
AQR,associatedWith,R-HSA-72163
BCAS2,associatedWith,R-HSA-72163
BUD31,associatedWith,R-HSA-72163
CASC3,associatedWith,R-HSA-72163
CCAR1,associatedWith,R-HSA-72163
CD2BP2,associatedWith,R-HSA-72163
CDC40,associatedWith,R-HSA-72163
CDC5L,associatedWith,R-HSA-72163
CHERP,associatedWith,R-HSA-72163
CLP1,associatedWith,R-HSA-72163
CPSF1,associatedWith,R-HSA-72163
CPSF2,associatedWith,R-HSA-72163
CPSF3,associatedWith,R-HSA-72163
CPSF4,associatedWith,R-HSA-72163
CPSF7,associatedWith,R-HSA-72163
CRNKL1,associatedWith,R-HSA-72163
CSTF1,associatedWith,R-HSA-72163
CSTF2,associatedWith,R-HSA-72163
CSTF2T,associatedWith,R-HSA-72163
CSTF3,associatedWith,R-HSA-72163
CTNNBL1,associatedWith,R-HSA-72163
CWC15,associatedWith,R-HSA-72163
CWC22,associatedWith,R-HSA-72163
CWC25,associatedWith,R-HSA-72163
CWC27,associatedWith,R-HSA-72163
DDX23,associatedWith,R-HSA-72163
DDX42,associatedWith,R-HSA-72163
DDX46,associatedWith,R-HSA-72163
DDX5,associatedWith,R-HSA-72163
DHX15,associatedWith,R-HSA-72163
DHX16,associatedWith,R-HSA-72163
DHX38,associatedWith,R-HSA-72163
DHX9,associatedWith,R-HSA-72163
DNAJC8,associatedWith,R-HSA-72163
EFTUD2,associatedWith,R-HSA-72163
EIF4A3,associatedWith,R-HSA-72163
ELAVL1,associatedWith,R-HSA-72163
ELAVL2,associatedWith,R-HSA-72163
FIP1L1,associatedWith,R-HSA-72163
FUS,associatedWith,R-HSA-72163
GCFC2,associatedWith,R-HSA-72163
GPKOW,associatedWith,R-HSA-72163
GTF2F1,associatedWith,R-HSA-72163
GTF2F2,associatedWith,R-HSA-72163
HNRNPA0,associatedWith,R-HSA-72163
HNRNPA1,associatedWith,R-HSA-72163
HNRNPA2B1,associatedWith,R-HSA-72163
HNRNPA3,associatedWith,R-HSA-72163
HNRNPC,associatedWith,R-HSA-72163
HNRNPD,associatedWith,R-HSA-72163
HNRNPF,associatedWith,R-HSA-72163
HNRNPH1,associatedWith,R-HSA-72163
HNRNPH2,associatedWith,R-HSA-72163
HNRNPK,associatedWith,R-HSA-72163
HNRNPL,associatedWith,R-HSA-72163
HNRNPM,associatedWith,R-HSA-72163
HNRNPR,associatedWith,R-HSA-72163
HNRNPU,associatedWith,R-HSA-72163
HNRNPUL1,associatedWith,R-HSA-72163
HSPA8,associatedWith,R-HSA-72163
ISY1,associatedWith,R-HSA-72163
LSM2,associatedWith,R-HSA-72163
LSM3,associatedWith,R-HSA-72163
LSM4,associatedWith,R-HSA-72163
LSM5,associatedWith,R-HSA-72163
LSM6,associatedWith,R-HSA-72163
LSM7,associatedWith,R-HSA-72163
LSM8,associatedWith,R-HSA-72163
MAGOH,associatedWith,R-HSA-72163
MAGOHB,associatedWith,R-HSA-72163
MTREX,associatedWith,R-HSA-72163
NCBP1,associatedWith,R-HSA-72163
NCBP2,associatedWith,R-HSA-72163
NUDT21,associatedWith,R-HSA-72163
PABPN1,associatedWith,R-HSA-72163
PAPOLA,associatedWith,R-HSA-72163
PCBP1,associatedWith,R-HSA-72163
PCBP2,associatedWith,R-HSA-72163
PCF11,associatedWith,R-HSA-72163
PHF5A,associatedWith,R-HSA-72163
PLRG1,associatedWith,R-HSA-72163
POLR2A,associatedWith,R-HSA-72163
POLR2B,associatedWith,R-HSA-72163
POLR2C,associatedWith,R-HSA-72163
POLR2D,associatedWith,R-HSA-72163
POLR2E,associatedWith,R-HSA-72163
POLR2F,associatedWith,R-HSA-72163
POLR2G,associatedWith,R-HSA-72163
POLR2H,associatedWith,R-HSA-72163
POLR2I,associatedWith,R-HSA-72163
POLR2J,associatedWith,R-HSA-72163
POLR2K,associatedWith,R-HSA-72163
POLR2L,associatedWith,R-HSA-72163
PPIE,associatedWith,R-HSA-72163
PPIH,associatedWith,R-HSA-72163
PPIL1,associatedWith,R-HSA-72163
PPIL3,associatedWith,R-HSA-72163
PPIL4,associatedWith,R-HSA-72163
PPIL6,associatedWith,R-HSA-72163
PPWD1,associatedWith,R-HSA-72163
PQBP1,associatedWith,R-HSA-72163
PRCC,associatedWith,R-HSA-72163
PRPF19,associatedWith,R-HSA-72163
PRPF3,associatedWith,R-HSA-72163
PRPF31,associatedWith,R-HSA-72163
PRPF38A,associatedWith,R-HSA-72163
PRPF4,associatedWith,R-HSA-72163
PRPF40A,associatedWith,R-HSA-72163
PRPF6,associatedWith,R-HSA-72163
PRPF8,associatedWith,R-HSA-72163
PTBP1,associatedWith,R-HSA-72163
PUF60,associatedWith,R-HSA-72163
RBM17,associatedWith,R-HSA-72163
RBM22,associatedWith,R-HSA-72163
RBM5,associatedWith,R-HSA-72163
RBM8A,associatedWith,R-HSA-72163
RBMX,associatedWith,R-HSA-72163
RNPS1,associatedWith,R-HSA-72163
SART1,associatedWith,R-HSA-72163
SF1,associatedWith,R-HSA-72163
SF3A1,associatedWith,R-HSA-72163
SF3A2,associatedWith,R-HSA-72163
SF3A3,associatedWith,R-HSA-72163
SF3B1,associatedWith,R-HSA-72163
SF3B2,associatedWith,R-HSA-72163
SF3B3,associatedWith,R-HSA-72163
SF3B4,associatedWith,R-HSA-72163
SF3B5,associatedWith,R-HSA-72163
SF3B6,associatedWith,R-HSA-72163
SLU7,associatedWith,R-HSA-72163
SMNDC1,associatedWith,R-HSA-72163
SNRNP200,associatedWith,R-HSA-72163
SNRNP27,associatedWith,R-HSA-72163
SNRNP40,associatedWith,R-HSA-72163
SNRNP70,associatedWith,R-HSA-72163
SNRPA,associatedWith,R-HSA-72163
SNRPA1,associatedWith,R-HSA-72163
SNRPB,associatedWith,R-HSA-72163
SNRPB2,associatedWith,R-HSA-72163
SNRPC,associatedWith,R-HSA-72163
SNRPD1,associatedWith,R-HSA-72163
SNRPD2,associatedWith,R-HSA-72163
SNRPD3,associatedWith,R-HSA-72163
SNRPE,associatedWith,R-HSA-72163
SNRPF,associatedWith,R-HSA-72163
SNRPG,associatedWith,R-HSA-72163
SNRPN,associatedWith,R-HSA-72163
SNU13,associatedWith,R-HSA-72163
SNW1,associatedWith,R-HSA-72163
SRRM1,associatedWith,R-HSA-72163
SRRM2,associatedWith,R-HSA-72163
SRRT,associatedWith,R-HSA-72163
SRSF1,associatedWith,R-HSA-72163
SRSF10,associatedWith,R-HSA-72163
SRSF11,associatedWith,R-HSA-72163
SRSF2,associatedWith,R-HSA-72163
SRSF3,associatedWith,R-HSA-72163
SRSF4,associatedWith,R-HSA-72163
SRSF5,associatedWith,R-HSA-72163
SRSF6,associatedWith,R-HSA-72163
SRSF7,associatedWith,R-HSA-72163
SRSF9,associatedWith,R-HSA-72163
SUGP1,associatedWith,R-HSA-72163
SYF2,associatedWith,R-HSA-72163
SYMPK,associatedWith,R-HSA-72163
TFIP11,associatedWith,R-HSA-72163
TRA2B,associatedWith,R-HSA-72163
TXNL4A,associatedWith,R-HSA-72163
U2AF1,associatedWith,R-HSA-72163
U2AF1L4,associatedWith,R-HSA-72163
U2AF2,associatedWith,R-HSA-72163
U2SURP,associatedWith,R-HSA-72163
UPF3B,associatedWith,R-HSA-72163
USP39,associatedWith,R-HSA-72163
WBP11,associatedWith,R-HSA-72163
WBP4,associatedWith,R-HSA-72163
WDR33,associatedWith,R-HSA-72163
XAB2,associatedWith,R-HSA-72163
YBX1,associatedWith,R-HSA-72163
DDX23,associatedWith,R-HSA-72165
DDX42,associatedWith,R-HSA-72165
EFTUD2,associatedWith,R-HSA-72165
GTF2F1,associatedWith,R-HSA-72165
GTF2F2,associatedWith,R-HSA-72165
LSM2,associatedWith,R-HSA-72165
NCBP1,associatedWith,R-HSA-72165
NCBP2,associatedWith,R-HSA-72165
PDCD7,associatedWith,R-HSA-72165
POLR2A,associatedWith,R-HSA-72165
POLR2B,associatedWith,R-HSA-72165
POLR2C,associatedWith,R-HSA-72165
POLR2D,associatedWith,R-HSA-72165
POLR2E,associatedWith,R-HSA-72165
POLR2F,associatedWith,R-HSA-72165
POLR2G,associatedWith,R-HSA-72165
POLR2H,associatedWith,R-HSA-72165
POLR2I,associatedWith,R-HSA-72165
POLR2J,associatedWith,R-HSA-72165
POLR2K,associatedWith,R-HSA-72165
POLR2L,associatedWith,R-HSA-72165
PRPF6,associatedWith,R-HSA-72165
PRPF8,associatedWith,R-HSA-72165
RNPC3,associatedWith,R-HSA-72165
SF3B1,associatedWith,R-HSA-72165
SF3B2,associatedWith,R-HSA-72165
SF3B3,associatedWith,R-HSA-72165
SF3B4,associatedWith,R-HSA-72165
SF3B5,associatedWith,R-HSA-72165
SF3B6,associatedWith,R-HSA-72165
SNRNP200,associatedWith,R-HSA-72165
SNRNP25,associatedWith,R-HSA-72165
SNRNP35,associatedWith,R-HSA-72165
SNRNP40,associatedWith,R-HSA-72165
SNRNP48,associatedWith,R-HSA-72165
SNRPB,associatedWith,R-HSA-72165
SNRPD1,associatedWith,R-HSA-72165
SNRPD2,associatedWith,R-HSA-72165
SNRPD3,associatedWith,R-HSA-72165
SNRPE,associatedWith,R-HSA-72165
SNRPF,associatedWith,R-HSA-72165
SNRPG,associatedWith,R-HSA-72165
SNU13,associatedWith,R-HSA-72165
SRSF1,associatedWith,R-HSA-72165
SRSF2,associatedWith,R-HSA-72165
SRSF6,associatedWith,R-HSA-72165
SRSF7,associatedWith,R-HSA-72165
TXNL4A,associatedWith,R-HSA-72165
YBX1,associatedWith,R-HSA-72165
ZCRB1,associatedWith,R-HSA-72165
ZMAT5,associatedWith,R-HSA-72165
ZRSR2,associatedWith,R-HSA-72165
ALYREF,associatedWith,R-HSA-72187
CASC3,associatedWith,R-HSA-72187
CDC40,associatedWith,R-HSA-72187
CHTOP,associatedWith,R-HSA-72187
CLP1,associatedWith,R-HSA-72187
CPSF1,associatedWith,R-HSA-72187
CPSF2,associatedWith,R-HSA-72187
CPSF3,associatedWith,R-HSA-72187
CPSF4,associatedWith,R-HSA-72187
CPSF7,associatedWith,R-HSA-72187
CSTF1,associatedWith,R-HSA-72187
CSTF2,associatedWith,R-HSA-72187
CSTF2T,associatedWith,R-HSA-72187
CSTF3,associatedWith,R-HSA-72187
DDX39A,associatedWith,R-HSA-72187
DDX39B,associatedWith,R-HSA-72187
DHX38,associatedWith,R-HSA-72187
EIF4A3,associatedWith,R-HSA-72187
FIP1L1,associatedWith,R-HSA-72187
FYTTD1,associatedWith,R-HSA-72187
LUZP4,associatedWith,R-HSA-72187
MAGOH,associatedWith,R-HSA-72187
MAGOHB,associatedWith,R-HSA-72187
NCBP1,associatedWith,R-HSA-72187
NCBP2,associatedWith,R-HSA-72187
NUDT21,associatedWith,R-HSA-72187
PABPN1,associatedWith,R-HSA-72187
PAPOLA,associatedWith,R-HSA-72187
PCF11,associatedWith,R-HSA-72187
POLDIP3,associatedWith,R-HSA-72187
RBM8A,associatedWith,R-HSA-72187
RNPS1,associatedWith,R-HSA-72187
SARNP,associatedWith,R-HSA-72187
SLU7,associatedWith,R-HSA-72187
SRRM1,associatedWith,R-HSA-72187
SRSF1,associatedWith,R-HSA-72187
SRSF11,associatedWith,R-HSA-72187
SRSF2,associatedWith,R-HSA-72187
SRSF3,associatedWith,R-HSA-72187
SRSF4,associatedWith,R-HSA-72187
SRSF5,associatedWith,R-HSA-72187
SRSF6,associatedWith,R-HSA-72187
SRSF7,associatedWith,R-HSA-72187
SRSF9,associatedWith,R-HSA-72187
SYMPK,associatedWith,R-HSA-72187
THOC1,associatedWith,R-HSA-72187
THOC2,associatedWith,R-HSA-72187
THOC3,associatedWith,R-HSA-72187
THOC5,associatedWith,R-HSA-72187
THOC6,associatedWith,R-HSA-72187
THOC7,associatedWith,R-HSA-72187
U2AF1,associatedWith,R-HSA-72187
U2AF1L4,associatedWith,R-HSA-72187
U2AF2,associatedWith,R-HSA-72187
UPF3B,associatedWith,R-HSA-72187
WDR33,associatedWith,R-HSA-72187
ZC3H11A,associatedWith,R-HSA-72187
A1CF,associatedWith,R-HSA-72200
APOBEC1,associatedWith,R-HSA-72200
APOBEC2,associatedWith,R-HSA-72200
APOBEC3A,associatedWith,R-HSA-72200
APOBEC3B,associatedWith,R-HSA-72200
APOBEC3C,associatedWith,R-HSA-72200
APOBEC3H,associatedWith,R-HSA-72200
APOBEC4,associatedWith,R-HSA-72200
GTF2F1,associatedWith,R-HSA-72203
GTF2F2,associatedWith,R-HSA-72203
HNRNPA0,associatedWith,R-HSA-72203
HNRNPA1,associatedWith,R-HSA-72203
HNRNPA2B1,associatedWith,R-HSA-72203
HNRNPA3,associatedWith,R-HSA-72203
HNRNPC,associatedWith,R-HSA-72203
HNRNPD,associatedWith,R-HSA-72203
HNRNPF,associatedWith,R-HSA-72203
HNRNPH1,associatedWith,R-HSA-72203
HNRNPH2,associatedWith,R-HSA-72203
HNRNPK,associatedWith,R-HSA-72203
HNRNPL,associatedWith,R-HSA-72203
HNRNPM,associatedWith,R-HSA-72203
HNRNPR,associatedWith,R-HSA-72203
HNRNPU,associatedWith,R-HSA-72203
METTL14,associatedWith,R-HSA-72203
METTL3,associatedWith,R-HSA-72203
NCBP1,associatedWith,R-HSA-72203
NCBP2,associatedWith,R-HSA-72203
PCBP1,associatedWith,R-HSA-72203
PCBP2,associatedWith,R-HSA-72203
POLR2A,associatedWith,R-HSA-72203
POLR2B,associatedWith,R-HSA-72203
POLR2C,associatedWith,R-HSA-72203
POLR2D,associatedWith,R-HSA-72203
POLR2E,associatedWith,R-HSA-72203
POLR2F,associatedWith,R-HSA-72203
POLR2G,associatedWith,R-HSA-72203
POLR2H,associatedWith,R-HSA-72203
POLR2I,associatedWith,R-HSA-72203
POLR2J,associatedWith,R-HSA-72203
POLR2K,associatedWith,R-HSA-72203
POLR2L,associatedWith,R-HSA-72203
PTBP1,associatedWith,R-HSA-72203
RBMX,associatedWith,R-HSA-72203
WTAP,associatedWith,R-HSA-72203
CP,associatedWith,R-HSA-72649
EIF1AX,associatedWith,R-HSA-72649
EIF2S1,associatedWith,R-HSA-72649
EIF2S2,associatedWith,R-HSA-72649
EIF2S3,associatedWith,R-HSA-72649
EIF3A,associatedWith,R-HSA-72649
EIF3B,associatedWith,R-HSA-72649
EIF3C,associatedWith,R-HSA-72649
EIF3D,associatedWith,R-HSA-72649
EIF3E,associatedWith,R-HSA-72649
EIF3F,associatedWith,R-HSA-72649
EIF3G,associatedWith,R-HSA-72649
EIF3H,associatedWith,R-HSA-72649
EIF3I,associatedWith,R-HSA-72649
EIF3J,associatedWith,R-HSA-72649
EIF3K,associatedWith,R-HSA-72649
EIF3L,associatedWith,R-HSA-72649
EIF3M,associatedWith,R-HSA-72649
EIF4A1,associatedWith,R-HSA-72649
EIF4A2,associatedWith,R-HSA-72649
EIF4B,associatedWith,R-HSA-72649
EIF4E,associatedWith,R-HSA-72649
EIF4G1,associatedWith,R-HSA-72649
EIF4H,associatedWith,R-HSA-72649
FAU,associatedWith,R-HSA-72649
PABPC1,associatedWith,R-HSA-72649
RPS10,associatedWith,R-HSA-72649
RPS11,associatedWith,R-HSA-72649
RPS12,associatedWith,R-HSA-72649
RPS13,associatedWith,R-HSA-72649
RPS14,associatedWith,R-HSA-72649
RPS15,associatedWith,R-HSA-72649
RPS15A,associatedWith,R-HSA-72649
RPS16,associatedWith,R-HSA-72649
RPS17,associatedWith,R-HSA-72649
RPS18,associatedWith,R-HSA-72649
RPS19,associatedWith,R-HSA-72649
RPS2,associatedWith,R-HSA-72649
RPS20,associatedWith,R-HSA-72649
RPS21,associatedWith,R-HSA-72649
RPS23,associatedWith,R-HSA-72649
RPS24,associatedWith,R-HSA-72649
RPS25,associatedWith,R-HSA-72649
RPS26,associatedWith,R-HSA-72649
RPS27,associatedWith,R-HSA-72649
RPS27A,associatedWith,R-HSA-72649
RPS27L,associatedWith,R-HSA-72649
RPS28,associatedWith,R-HSA-72649
RPS29,associatedWith,R-HSA-72649
RPS3,associatedWith,R-HSA-72649
RPS3A,associatedWith,R-HSA-72649
RPS4X,associatedWith,R-HSA-72649
RPS4Y1,associatedWith,R-HSA-72649
RPS4Y2,associatedWith,R-HSA-72649
RPS5,associatedWith,R-HSA-72649
RPS6,associatedWith,R-HSA-72649
RPS7,associatedWith,R-HSA-72649
RPS8,associatedWith,R-HSA-72649
RPS9,associatedWith,R-HSA-72649
RPSA,associatedWith,R-HSA-72649
EIF4A1,associatedWith,R-HSA-72662
EIF4A2,associatedWith,R-HSA-72662
EIF4B,associatedWith,R-HSA-72662
EIF4E,associatedWith,R-HSA-72662
EIF4EBP1,associatedWith,R-HSA-72662
EIF4G1,associatedWith,R-HSA-72662
EIF4H,associatedWith,R-HSA-72662
EIF1AX,associatedWith,R-HSA-72689
EIF3A,associatedWith,R-HSA-72689
EIF3B,associatedWith,R-HSA-72689
EIF3C,associatedWith,R-HSA-72689
EIF3D,associatedWith,R-HSA-72689
EIF3E,associatedWith,R-HSA-72689
EIF3F,associatedWith,R-HSA-72689
EIF3G,associatedWith,R-HSA-72689
EIF3H,associatedWith,R-HSA-72689
EIF3I,associatedWith,R-HSA-72689
EIF3J,associatedWith,R-HSA-72689
EIF3K,associatedWith,R-HSA-72689
EIF3L,associatedWith,R-HSA-72689
EIF3M,associatedWith,R-HSA-72689
FAU,associatedWith,R-HSA-72689
RPL10,associatedWith,R-HSA-72689
RPL10A,associatedWith,R-HSA-72689
RPL10L,associatedWith,R-HSA-72689
RPL11,associatedWith,R-HSA-72689
RPL12,associatedWith,R-HSA-72689
RPL13,associatedWith,R-HSA-72689
RPL13A,associatedWith,R-HSA-72689
RPL14,associatedWith,R-HSA-72689
RPL15,associatedWith,R-HSA-72689
RPL17,associatedWith,R-HSA-72689
RPL18,associatedWith,R-HSA-72689
RPL18A,associatedWith,R-HSA-72689
RPL19,associatedWith,R-HSA-72689
RPL21,associatedWith,R-HSA-72689
RPL22,associatedWith,R-HSA-72689
RPL22L1,associatedWith,R-HSA-72689
RPL23,associatedWith,R-HSA-72689
RPL23A,associatedWith,R-HSA-72689
RPL24,associatedWith,R-HSA-72689
RPL26,associatedWith,R-HSA-72689
RPL26L1,associatedWith,R-HSA-72689
RPL27,associatedWith,R-HSA-72689
RPL27A,associatedWith,R-HSA-72689
RPL28,associatedWith,R-HSA-72689
RPL29,associatedWith,R-HSA-72689
RPL3,associatedWith,R-HSA-72689
RPL30,associatedWith,R-HSA-72689
RPL31,associatedWith,R-HSA-72689
RPL32,associatedWith,R-HSA-72689
RPL34,associatedWith,R-HSA-72689
RPL35,associatedWith,R-HSA-72689
RPL35A,associatedWith,R-HSA-72689
RPL36,associatedWith,R-HSA-72689
RPL36A,associatedWith,R-HSA-72689
RPL36AL,associatedWith,R-HSA-72689
RPL37,associatedWith,R-HSA-72689
RPL37A,associatedWith,R-HSA-72689
RPL38,associatedWith,R-HSA-72689
RPL39,associatedWith,R-HSA-72689
RPL39L,associatedWith,R-HSA-72689
RPL3L,associatedWith,R-HSA-72689
RPL4,associatedWith,R-HSA-72689
RPL41,associatedWith,R-HSA-72689
RPL5,associatedWith,R-HSA-72689
RPL6,associatedWith,R-HSA-72689
RPL7,associatedWith,R-HSA-72689
RPL7A,associatedWith,R-HSA-72689
RPL8,associatedWith,R-HSA-72689
RPL9,associatedWith,R-HSA-72689
RPL9P7,associatedWith,R-HSA-72689
RPL9P8,associatedWith,R-HSA-72689
RPL9P9,associatedWith,R-HSA-72689
RPLP0,associatedWith,R-HSA-72689
RPLP1,associatedWith,R-HSA-72689
RPLP2,associatedWith,R-HSA-72689
RPS10,associatedWith,R-HSA-72689
RPS11,associatedWith,R-HSA-72689
RPS12,associatedWith,R-HSA-72689
RPS13,associatedWith,R-HSA-72689
RPS14,associatedWith,R-HSA-72689
RPS15,associatedWith,R-HSA-72689
RPS15A,associatedWith,R-HSA-72689
RPS16,associatedWith,R-HSA-72689
RPS17,associatedWith,R-HSA-72689
RPS18,associatedWith,R-HSA-72689
RPS19,associatedWith,R-HSA-72689
RPS2,associatedWith,R-HSA-72689
RPS20,associatedWith,R-HSA-72689
RPS21,associatedWith,R-HSA-72689
RPS23,associatedWith,R-HSA-72689
RPS24,associatedWith,R-HSA-72689
RPS25,associatedWith,R-HSA-72689
RPS26,associatedWith,R-HSA-72689
RPS27,associatedWith,R-HSA-72689
RPS27A,associatedWith,R-HSA-72689
RPS27L,associatedWith,R-HSA-72689
RPS28,associatedWith,R-HSA-72689
RPS29,associatedWith,R-HSA-72689
RPS3,associatedWith,R-HSA-72689
RPS3A,associatedWith,R-HSA-72689
RPS4X,associatedWith,R-HSA-72689
RPS4Y1,associatedWith,R-HSA-72689
RPS4Y2,associatedWith,R-HSA-72689
RPS5,associatedWith,R-HSA-72689
RPS6,associatedWith,R-HSA-72689
RPS7,associatedWith,R-HSA-72689
RPS8,associatedWith,R-HSA-72689
RPS9,associatedWith,R-HSA-72689
RPSA,associatedWith,R-HSA-72689
UBA52,associatedWith,R-HSA-72689
EIF1AX,associatedWith,R-HSA-72695
EIF2S1,associatedWith,R-HSA-72695
EIF2S2,associatedWith,R-HSA-72695
EIF2S3,associatedWith,R-HSA-72695
EIF3A,associatedWith,R-HSA-72695
EIF3B,associatedWith,R-HSA-72695
EIF3C,associatedWith,R-HSA-72695
EIF3D,associatedWith,R-HSA-72695
EIF3E,associatedWith,R-HSA-72695
EIF3F,associatedWith,R-HSA-72695
EIF3G,associatedWith,R-HSA-72695
EIF3H,associatedWith,R-HSA-72695
EIF3I,associatedWith,R-HSA-72695
EIF3J,associatedWith,R-HSA-72695
EIF3K,associatedWith,R-HSA-72695
EIF3L,associatedWith,R-HSA-72695
EIF3M,associatedWith,R-HSA-72695
FAU,associatedWith,R-HSA-72695
RPS10,associatedWith,R-HSA-72695
RPS11,associatedWith,R-HSA-72695
RPS12,associatedWith,R-HSA-72695
RPS13,associatedWith,R-HSA-72695
RPS14,associatedWith,R-HSA-72695
RPS15,associatedWith,R-HSA-72695
RPS15A,associatedWith,R-HSA-72695
RPS16,associatedWith,R-HSA-72695
RPS17,associatedWith,R-HSA-72695
RPS18,associatedWith,R-HSA-72695
RPS19,associatedWith,R-HSA-72695
RPS2,associatedWith,R-HSA-72695
RPS20,associatedWith,R-HSA-72695
RPS21,associatedWith,R-HSA-72695
RPS23,associatedWith,R-HSA-72695
