R-HSA-5083632,Defective C1GALT1C1 causes TNPS,carcinoma
R-HSA-5657562,Essential fructosuria,carbohydrate metabolic disorder
R-HSA-5659996,RPIA deficiency: failed conversion of R5P to RU5P,carbohydrate metabolic disorder
R-HSA-5662853,Essential pentosuria,carbohydrate metabolic disorder
R-HSA-6791055,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",carbohydrate metabolic disorder
R-HSA-6791461,RPIA deficiency: failed conversion of RU5P to R5P,carbohydrate metabolic disorder
R-HSA-6791462,"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",carbohydrate metabolic disorder
R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,cancer
R-HSA-1839120,Signaling by FGFR1 amplification mutants,cancer
R-HSA-1839122,Signaling by activated point mutants of FGFR1,cancer
R-HSA-1839128,FGFR4 mutant receptor activation,cancer
R-HSA-1839130,Signaling by activated point mutants of FGFR3,cancer
R-HSA-2023837,Signaling by FGFR2 amplification mutants,cancer
R-HSA-2033514,FGFR3 mutant receptor activation,cancer
R-HSA-2033515,t(4;14) translocations of FGFR3,cancer
R-HSA-2033519,Activated point mutants of FGFR2,cancer
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,cancer
R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,cancer
R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,cancer
R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,cancer
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,cancer
R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,cancer
R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,cancer
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,cancer
R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,cancer
R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,cancer
R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,cancer
R-HSA-3656532,TGFBR1 KD Mutants in Cancer,cancer
R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,cancer
R-HSA-5340573,LGK974 inhibits PORCN,cancer
R-HSA-5340588,Signaling by RNF43 mutants,cancer
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,cancer
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,cancer
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,cancer
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,cancer
R-HSA-5467333,APC truncation mutants are not K63 polyubiquitinated,cancer
R-HSA-5467337,APC truncation mutants have impaired AXIN binding,cancer
R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,cancer
R-HSA-5467343,Deletions in the AMER1 gene destabilize the destruction complex,cancer
R-HSA-5467345,Deletions in the AXIN1 gene destabilize the destruction complex,cancer
R-HSA-5545483,Defective Mismatch Repair Associated With MLH1,cancer
R-HSA-5545619,XAV939 stabilizes AXIN,cancer
R-HSA-5632927,Defective Mismatch Repair Associated With MSH3,cancer
R-HSA-5632928,Defective Mismatch Repair Associated With MSH2,cancer
R-HSA-5632968,Defective Mismatch Repair Associated With MSH6,cancer
R-HSA-5632987,Defective Mismatch Repair Associated With PMS2,cancer
R-HSA-5637810,Constitutive Signaling by EGFRvIII,cancer
R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR,cancer
R-HSA-5655253,Signaling by FGFR2 in disease,cancer
R-HSA-5655291,Signaling by FGFR4 in disease,cancer
R-HSA-5655302,Signaling by FGFR1 in disease,cancer
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,cancer
R-HSA-5674404,PTEN Loss of Function in Cancer,cancer
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,cancer
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,cancer
R-HSA-6802949,Signaling by RAS mutants,cancer
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,cancer
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,cancer
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,cancer
R-HSA-8853333,Signaling by FGFR2 fusions,cancer
R-HSA-8853334,Signaling by FGFR3 fusions in cancer,cancer
R-HSA-8853336,Signaling by plasma membrane FGFR1 fusions,cancer
R-HSA-9608287,Defective MUTYH substrate binding,cancer
R-HSA-9608290,Defective MUTYH substrate processing,cancer
R-HSA-9616334,Defective Base Excision Repair Associated with NEIL1,cancer
R-HSA-9630221,Defective NTHL1 substrate processing,cancer
R-HSA-9630222,Defective NTHL1 substrate binding,cancer
R-HSA-9630791,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4,cancer
R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,cancer
R-HSA-9632697,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4,cancer
R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,cancer
R-HSA-5339717,Signaling by LRP5 mutants ,breast cancer
R-HSA-5619089,Defective SLC6A5 causes hyperekplexia 3 (HKPX3),brain disease
R-HSA-3595177,Defective CHSY1 causes TPBS,brachydactyly
R-HSA-5250955,Toxicity of botulinum toxin type D (botD),botulism
R-HSA-5250958,Toxicity of botulinum toxin type B (botB),botulism
R-HSA-5250968,Toxicity of botulinum toxin type A (botA),botulism
R-HSA-5250971,Toxicity of botulinum toxin type C (botC),botulism
R-HSA-5250981,Toxicity of botulinum toxin type F (botF),botulism
R-HSA-5250989,Toxicity of botulinum toxin type G (botG),botulism
R-HSA-5250992,Toxicity of botulinum toxin type E (botE),botulism
R-HSA-5579032,Defective TBXAS1 causes GHDD,bone disease
R-HSA-1839122,Signaling by activated point mutants of FGFR1,bone development disease
R-HSA-1839130,Signaling by activated point mutants of FGFR3,bone development disease
R-HSA-2033514,FGFR3 mutant receptor activation,bone development disease
R-HSA-2033519,Activated point mutants of FGFR2,bone development disease
R-HSA-5655253,Signaling by FGFR2 in disease,bone development disease
R-HSA-5655302,Signaling by FGFR1 in disease,bone development disease
R-HSA-5579002,Defective UGT1A1 causes hyperbilirubinemia,bilirubin metabolic disorder
R-HSA-5579016,Defective UGT1A4 causes hyperbilirubinemia,bilirubin metabolic disorder
R-HSA-5619058,"Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)",bilirubin metabolic disorder
R-HSA-5619110,"Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)",bilirubin metabolic disorder
R-HSA-5619111,Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1),basal ganglia cerebrovascular disease
R-HSA-5619104,Defective SLC12A1 causes Bartter syndrome 1 (BS1),Bartter disease
R-HSA-5619108,Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS),autosomal recessive disease
R-HSA-5579005,Defective CYP4F22 causes ARCI5,autosomal recessive congenital ichthyosis
R-HSA-5682294,Defective ABCA12 causes ARCI4B,autosomal recessive congenital ichthyosis
R-HSA-5619076,Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),autosomal dominant nonsyndromic deafness
R-HSA-9629232,Defective Base Excision Repair Associated with NEIL3,autoimmune hypersensitivity disease
R-HSA-5619052,Defective SLC9A9 causes autism 16 (AUTS16),autistic disorder
R-HSA-5679090,Defective ABCG8 causes GBD4 and sitosterolemia,atherosclerosis
R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,atelosteogenesis
R-HSA-5619068,Defective SLC2A10 causes arterial tortuosity syndrome (ATS),arterial tortuosity syndrome
R-HSA-5210891,Uptake and function of anthrax toxins,anthrax disease
R-HSA-5579032,Defective TBXAS1 causes GHDD,anemia
R-HSA-5619041,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),amino acid metabolic disorder
R-HSA-5619067,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),amino acid metabolic disorder
R-HSA-5619101,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),amino acid metabolic disorder
R-HSA-5660686,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),amino acid metabolic disorder
R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),amino acid metabolic disorder
R-HSA-5619055,Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI),amelogenesis imperfecta
R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Alzheimer's disease
R-HSA-5684045,Defective ABCD1 causes ALD,adrenoleukodystrophy
R-HSA-5579017,Defective CYP11B1 causes AH4,adrenal gland disease
R-HSA-5579021,Defective CYP21A2 causes AH3,adrenal gland disease
R-HSA-5579028,Defective CYP17A1 causes AH5,adrenal gland disease
R-HSA-5579031,Defective ACTH causes obesity and POMCD,adrenal gland disease
R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,acute lymphocytic leukemia
R-HSA-5619088,"Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)",acrodermatitis enteropathica
R-HSA-8851708,Signaling by FGFR2 IIIa TM,acrocephalosyndactylia
R-HSA-5619071,Defective SLC22A12 causes renal hypouricemia 1 (RHUC1),acquired metabolic disease
R-HSA-3560792,Defective SLC26A2 causes chondrodysplasias,achondrogenesis type IB
R-HSA-5619060,Defective CP causes aceruloplasminemia (ACERULOP),aceruloplasminemia
R-HSA-5362768,Hh mutants are degraded by ERAD,46 XY gonadal dysgenesis
R-HSA-5658034,HHAT G278V doesn't palmitoylate Hh-Np,46 XY gonadal dysgenesis
