Compound ID,"	Common name",ChemblID,CAS,PubchemID,Formula,related targets,Protein Name,Gene Symbol,UniprotID,Target Level,No. of Literature Evidence
C1250,Colchicine,CHEMBL107,64-86-8,6167,C22H25NO6,T84P70,Urokinase-type plasminogen activator,PLAU,P00749,C,1Reference(s)
C1250,Colchicine,CHEMBL107,64-86-8,6167,C22H25NO6,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,C,1Reference(s)
C1250,Colchicine,CHEMBL107,64-86-8,6167,C22H25NO6,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,C,1Reference(s)
C1250,Colchicine,CHEMBL107,64-86-8,6167,C22H25NO6,T77B3G,Heat shock protein beta-8,HSPB8,Q9UJY1,C,1Reference(s)
C1251,CongoRed,CHEMBL429694,NA,,C32H24N6O6S2.2Na,T58CAO,Alpha-synuclein,SNCA,P37840,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T04H8Y,Beta-secretase 1,BACE1,P56817,A,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,3Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T22NX4,Toll-like receptor 2,TLR2,O60603,A,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,A,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,A,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T98FWP,NF-kappa-B essential modulator,IKBKG,Q9Y6K9,A,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T23VMI,Tumor necrosis factor,TNF,P01375,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T64BTV,Interleukin-1 beta,IL1B,P01584,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T33OPP,Interleukin-6,IL6,P05231,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T69NG6,Interleukin-10,IL10,P22301,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T86ROZ,Heme oxygenase 1,HMOX1,P09601,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T16FZA,Prolyl endopeptidase,PREP,P48147,B,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,C,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T44LWL,Transcription factor p65,RELA,Q04206,C,1Reference(s)
C1252,Corilagin,CHEMBL449392,23094-69-1,73568,C27H22O18,T24YNT,E3 ubiquitin-protein ligase RNF8,RNF8,O76064,C,1Reference(s)
C1253,CorosolicAcid,CHEMBL391533,4547-24-4,6918774,C30H48O4,T74P7I,G-protein coupled bile acid receptor 1,GPBAR1,Q8TDU6,A,1Reference(s)
C1253,CorosolicAcid,CHEMBL391533,4547-24-4,6918774,C30H48O4,T98RXH,Focal adhesion kinase 1,PTK2,Q05397,B,1Reference(s)
C1253,CorosolicAcid,CHEMBL391533,4547-24-4,6918774,C30H48O4,T92BZ2,Catenin beta-1,CTNNB1,P35222,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T83ENN,Solute carrier family 22 member 3,SLC22A3,O75751,A,4Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T76SUY,Solute carrier family 22 member 2,SLC22A2,O15244,A,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T45P3N,Plexin-A2,PLXNA2,O75051,A,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T05WWN,Corticoliberin,CRH,P06850,A,2Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T64F54,Mineralocorticoid receptor,NR3C2,P08235,B,2Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T47G3X,Glucocorticoid receptor,NR3C1,P04150,B,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T18KNG,Calretinin,CALB2,P22676,B,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T17CNB,Thioredoxin,TXN,P10599,B,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T37VLU,Interferon gamma,IFNG,P01579,B,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T17E49,Cannabinoid receptor 1,CNR1,P21554,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T80R6A,Insulin-like growth factor I,IGF1,P05019,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T63GUB,Proto-oncogene c-Fos,FOS,P01100,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T39T57,Tryptophan 5-hydroxylase 1,TPH1,P17752,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T85YW8,ERBB receptor feedback inhibitor 1,ERRFI1,Q9UJM3,C,1Reference(s)
C1254,Corticosterone,CHEMBL110739,50-22-6,5753,C21H30O4,T63VZZ,Metastasis-suppressor KiSS-1,KISS1,Q15726,C,1Reference(s)
C1255,Cortodoxone,CHEMBL253144,152-58-9,440707,C21H30O4,T09H2Z,"Nitric oxide synthase, inducible",NOS2,P35228,C,1Reference(s)
C1256,Costunolide,CHEMBL86416,553-21-9,5281437,C15H20O2,T83M25,Beta-hexosaminidase subunit alpha,HEXA,P06865,A,1Reference(s)
C1256,Costunolide,CHEMBL86416,553-21-9,5281437,C15H20O2,T24VRZ,Beta-hexosaminidase subunit beta,HEXB,P07686,A,1Reference(s)
C1256,Costunolide,CHEMBL86416,553-21-9,5281437,C15H20O2,T77W6N,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,Q16881,A,1Reference(s)
C1256,Costunolide,CHEMBL86416,553-21-9,5281437,C15H20O2,T82JWE,Cellular tumor antigen p53,TP53,P04637,B,1Reference(s)
C1257,Cotinine,CHEMBL578211,486-56-6,854019,C10H12N2O,T52GA6,Gelsolin,GSN,P06396,B,1Reference(s)
C1257,Cotinine,CHEMBL578211,486-56-6,854019,C10H12N2O,T78MPR,Synaptophysin,SYP,P08247,C,1Reference(s)
C1257,Cotinine,CHEMBL578211,486-56-6,854019,C10H12N2O,T86ROZ,Heme oxygenase 1,HMOX1,P09601,C,1Reference(s)
C1257,Cotinine,CHEMBL578211,486-56-6,854019,C10H12N2O,T28Z4N,Hepatitis A virus cellular receptor 1,HAVCR1,Q96D42,C,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T13KGH,Tyrosinase,TYR,P14679,A,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T04H8Y,Beta-secretase 1,BACE1,P56817,A,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T58XLK,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,A,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T26EZU,Myc proto-oncogene protein,MYC,P01106,A,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T64UH1,"Nitric oxide synthase, endothelial",NOS3,P29474,B,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T82I7J,C-C motif chemokine 16,CCL16,O15467,C,1Reference(s)
C1258,CoumaricAcid,CHEMBL66879,25429-38-3,637542,C9H8O3,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,A,2Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T56MD7,Glutathione hydrolase 5 proenzyme,GGT5,P36269,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T87DEX,Xanthine dehydrogenase/oxidase [IncludesXanthine dehydrogenase,XDH,P47989,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T48J1U,Aldo-keto reductase family 1 member C1,AKR1C1,Q04828,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T46AQJ,Glutathione S-transferase P,GSTP1,P09211,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T53QS9,Glutamate--cysteine ligase catalytic subunit,GCLC,P48506,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T85AXP,Cytochrome P450 3A4,CYP3A4,P08684,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T12BGL,Cytochrome P450 2A6,CYP2A6,P11509,B,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T62F1Y,Glutathione S-transferase A2,GSTA2,P09210,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T80TUC,Apoptosis regulator BAX,BAX,Q07812,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T85U8U,Caspase-3,CASP3,P42574,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T33OPP,Interleukin-6,IL6,P05231,C,1Reference(s)
C1259,Coumarin,CHEMBL6466,91-64-5,323,C9H6O2,T49ORJ,Peroxisome proliferator-activated receptor alpha,PPARA,Q07869,C,1Reference(s)
C1260,Coumestrol,CHEMBL30707,479-13-0,5281707,C15H8O5,T50SX0,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,A,1Reference(s)
C1260,Coumestrol,CHEMBL30707,479-13-0,5281707,C15H8O5,T05O6O,Estrogen receptor beta,ESR2,Q92731,B,1Reference(s)
C1260,Coumestrol,CHEMBL30707,479-13-0,5281707,C15H8O5,T89A2U,Hsp90 co-chaperone Cdc37,CDC37,Q16543,C,1Reference(s)
C1260,Coumestrol,CHEMBL30707,479-13-0,5281707,C15H8O5,T91AIW,Receptor-type tyrosine-protein kinase FLT3,FLT3,P36888,C,1Reference(s)
C1260,Coumestrol,CHEMBL30707,479-13-0,5281707,C15H8O5,T95K8Q,Intestinal-type alkaline phosphatase,ALPI,P09923,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T73ATB,Toll-like receptor 9,TLR9,Q9NR96,A,32Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T82W6S,Toll-like receptor 3,TLR3,O15455,A,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T96FWU,Tumor necrosis factor receptor superfamily member 13B,TNFRSF13B,O14836,A,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T71PEL,Excitatory amino acid transporter 2,SLC1A2,P43004,A,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T61TKW,Methyl-CpG-binding domain protein 2,MBD2,Q9UBB5,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T92HNO,High mobility group protein B1,HMGB1,P09429,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T99ARN,Forkhead box protein P3,FOXP3,Q9BZS1,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T33BF9,DNA,DNMT3B,Q9UBC3,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T04PM9,Transthyretin,TTR,P02766,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T32TBL,Short transient receptor potential channel 6,TRPC6,Q9Y210,B,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T75F65,Interleukin-2 receptor subunit alpha,IL2RA,P01589,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T98XTB,Sal-like protein 3,SALL3,Q9BXA9,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T58CAO,Alpha-synuclein,SNCA,P37840,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T84W8G,Aryl hydrocarbon receptor,AHR,P35869,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T00VII,Protein odd-skipped-related 2,OSR2,Q8N2R0,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T74G3Z,Tumor necrosis factor receptor superfamily member 4,TNFRSF4,P43489,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T38K2W,Receptor tyrosine-protein kinase erbB-2,ERBB2,P04626,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T05UYW,Lithostathine-1-alpha,REG1A,P05451,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T16A2X,Catalase,CAT,P04040,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T11HSJ,NA,MIRLET7B,NA,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T52HO1,"HLA class I histocompatibility antigen, alpha chain G",HLA-G,P17693,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T76GZS,Oxytocin receptor,OXTR,P30559,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T01QLH,Estrogen receptor,ESR1,P03372,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T97ESI,Apolipoprotein E,APOE,P02649,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T12T4H,Brain-derived neurotrophic factor,BDNF,P23560,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T63Y3C,Carbonic anhydrase 1,CA1,P00915,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T70DWW,C-X-C chemokine receptor type 1,CXCR1,P25024,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T78E30,C-X-C motif chemokine 14,CXCL14,O95715,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T64XAV,NA,MIR663A,NA,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T05SDP,NA,MIR125B1,NA,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T52ARL,Suppressor of cytokine signaling 3,SOCS3,O14543,C,1Reference(s)
C1261,Cpg,CHEMBL283807,NA,6804,C10H14N5O8P,T64X48,C-X-C chemokine receptor type 4,CXCR4,P61073,C,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T09INZ,Transient receptor potential cation channel subfamily A member 1,TRPA1,O75762,A,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T23VMI,Tumor necrosis factor,TNF,P01375,B,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T27U96,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,B,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T34DZ7,Interleukin-2,IL2,P60568,B,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T37VLU,Interferon gamma,IFNG,P01579,B,1Reference(s)
C1262,Crotonaldehyde,CHEMBL1086445,4170-30-3,447466,C4H6O,T69NG6,Interleukin-10,IL10,P22301,B,1Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,A,3Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T75HMM,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,Q07820,A,1Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T83YZD,Acetylcholinesterase,ACHE,P22303,A,1Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T40JZG,GPI-anchor transamidase,PIGK,Q92643,C,1Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T73LPO,Poly [ADP-ribose] polymerase 1,PARP1,P09874,C,1Reference(s)
C1263,Cryptotanshinone,CHEMBL187460,35825-57-1,160254,C19H20O3,T90ADC,BH3-interacting domain death agonist,BID,P55957,C,1Reference(s)
C1264,CucurbitacinB,CHEMBL507237,6199-67-3,15944763,C32H46O8,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T47HTN,Prostaglandin E synthase,PTGES,O14684,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,A,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T26KIE,Transcription factor AP-1,JUN,P05412,A,5Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,12Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T39M81,DNA-(apurinic or apyrimidinic site) endonuclease,APEX1,P27695,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T47VCA,Glutathione S-transferase Mu 5,GSTM5,P46439,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T83BVT,Mitochondrial 2-oxodicarboxylate carrier,SLC25A21,Q9BQT8,A,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T75HEW,DNA polymerase lambda,POLL,Q9UGP5,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T27IAF,Lactoylglutathione lyase,GLO1,Q04760,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T69HP8,P2X purinoceptor 3,P2RX3,P56373,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T01E8J,Amyloid-beta precursor protein,APP,P05067,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T58J2Y,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,A,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T20RA0,Adenosine deaminase,ADA,P00813,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T01JSX,Carbonyl reductase [NADPH] 1,CBR1,P16152,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T23VMI,Tumor necrosis factor,TNF,P01375,A,6Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T74QXI,Serine/threonine-protein kinase mTOR,MTOR,P42345,A,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,A,4Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T40DIM,Corticosteroid 11-beta-dehydrogenase isozyme 1,HSD11B1,P28845,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T96JGO,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T70SFS,"Superoxide dismutase [Mn], mitochondrial",SOD2,P04179,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T16MRU,"NACHT, LRR and PYD domains-containing protein 3",NLRP3,Q96P20,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T79QBE,Multidrug resistance-associated protein 5,ABCC5,O15440,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,A,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T66GX9,Proline-rich transmembrane protein 2,PRRT2,Q7Z6L0,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T62JK9,NA,UGT1A,NA,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T60IL5,Flap endonuclease 1,FEN1,P39748,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T41SFE,Histone acetyltransferase p300,EP300,Q09472,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T54SB3,Retrotransposon-derived protein PEG10,PEG10,Q86TG7,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T57HGP,Tumor necrosis factor receptor superfamily member 6,FAS,P25445,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T06Q1R,Amine oxidase [flavin-containing] B,MAOB,P27338,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T65S3S,Tyrosine-protein kinase JAK2,JAK2,O60674,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T92BZ2,Catenin beta-1,CTNNB1,P35222,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T78T4E,Hematopoietic prostaglandin D synthase,HPGDS,O60760,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T40JZG,GPI-anchor transamidase,PIGK,Q92643,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T27LA6,DNA,DNMT1,P26358,A,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T38OH4,Caspase-1,CASP1,P29466,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T30VNV,Myeloperoxidase,MPO,P05164,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T26CFB,DNA damage-inducible transcript 3 protein,DDIT3,P35638;P0DPQ6,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T75IW3,Matrix metalloproteinase-14,MMP14,P50281,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T17YBS,Transmembrane protease serine 11D,TMPRSS11D,O60235,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T80GUN,72 kDa type IV collagenase,MMP2,P08253,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T44LWL,Transcription factor p65,RELA,Q04206,A,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T20C6X,Kinesin-like protein KIF11,KIF11,P52732,B,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T68OIU,CREB-regulated transcription coactivator 1,CRTC1,Q6UUV9,B,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,B,5Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,B,5Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T38EQ6,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,B,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T33JGV,Tumor suppressor ARF;Cyclin-dependent kinase inhibitor 2A,CDKN2A,Q8N726;P42771,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T10KMJ,Insulin-like growth factor II,IGF2,P01344,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T47H3O,Heat shock protein HSP 90-alpha,HSP90AA1,P07900,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T18YXD,Albumin,ALB,P02768,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T05SMP,Folate receptor beta,FOLR2,P14207,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T34WFL,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,P07949,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T42PUG,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T12T4H,Brain-derived neurotrophic factor,BDNF,P23560,B,3Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T84FV7,Zinc finger protein SNAI2,SNAI2,O43623,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T84OOM,Transcription factor EB,TFEB,P19484,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T04PM9,Transthyretin,TTR,P02766,B,1Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T92HNO,High mobility group protein B1,HMGB1,P09429,C,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T58XLK,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,C,2Reference(s)
C1265,Curcumin,CHEMBL116438,458-37-7,5281767,C21H20O6,T75WT1,Transcription factor 21,TCF21,O43680,C,1Reference(s)
