Compound ID,"	Common name",ChemblID,CAS,PubchemID,Formula,related targets,Protein Name,Gene Symbol,UniprotID,Target Level,No. of Literature Evidence
C0001,(-)-Demecolcine,CHEMBL312862,477-30-5,220401,C21H25NO5,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,C,1Reference(s)
C0002,Decursinol,CHEMBL481657,NA,442127,C14H14O4,T80GUN,72 kDa type IV collagenase,MMP2,P08253,C,1Reference(s)
C0002,Decursinol,CHEMBL481657,NA,442127,C14H14O4,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,A,4Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T01E7W,Aurora kinase B,AURKB,Q96GD4,A,3Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T13YN2,Bcl-2-like protein 1,Bcl2l1,Q64373,B,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,B,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T92AMR,Hepatocyte growth factor receptor,MET,P08581,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T67HAF,Signal transducer and activator of transcription 1-alpha/beta,STAT1,P42224,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T81I6O,Nucleophosmin,NPM1,P06748,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T37PW4,DNA replication licensing factor MCM3,MCM3,P25205,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T93OBS,Cell division control protein 45 homolog,CDC45,O75419,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T82ALJ,Glycogen synthase kinase-3 beta,GSK3B,P49841,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T54FKY,Serine/threonine-protein kinase Nek2,NEK2,P51955,C,1Reference(s)
C0003,Deguelin,CHEMBL393417,NA,107935,C23H22O6,T40JZG,GPI-anchor transamidase,PIGK,Q92643,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T38AWT,Histone deacetylase 3,HDAC3,O15379,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T85AXP,Cytochrome P450 3A4,CYP3A4,P08684,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,A,2Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T80GUN,72 kDa type IV collagenase,MMP2,P08253,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T85U8U,Caspase-3,CASP3,P42574,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T80PUR,Caspase-7,CASP7,P55210,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T38T1U,Caspase-8,CASP8,Q14790,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T43N2D,Epidermal growth factor receptor,EGFR,P00533,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T63BQU,Cytochrome P450 1A1,CYP1A1,P04798,A,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T85JI5,Vitamin D3 receptor,VDR,P11473,B,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T54OSZ,Pleckstrin,PLEK,P08567,B,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T63FNY,NSFL1 cofactor p47,NSFL1C,Q9UNZ2,B,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T74QXI,Serine/threonine-protein kinase mTOR,MTOR,P42345,C,2Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T42EAZ,Vascular endothelial growth factor A,VEGFA,P15692,C,2Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T66CDR,Caspase-14,CASP14,P31944,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T44CO6,Loricrin,LORICRIN,P23490,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T71UHA,Transcription factor jun-D,JUND,P17535,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T80OJF,Interstitial collagenase,MMP1,P03956,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T92BZ2,Catenin beta-1,CTNNB1,P35222,C,2Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T15JRW,"Interferon alpha-inducible protein 27, mitochondrial",IFI27,P40305,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,C,2Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T77A47,Eukaryotic translation initiation factor 4E,EIF4E,P06730,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T40NB1,Ribosomal protein S6 kinase beta-1,RPS6KB1,P23443,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T97KFC,Transcription factor jun-B,JUNB,P17275,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T84E1O,Metallothionein-1A,MT1A,P04731,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T04W1F,"Keratin, type II cytoskeletal 1",KRT1,P04264,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T56D7K,"Keratin, type I cytoskeletal 10",KRT10,P13645,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T54N7G,Fos-related antigen 1,FOSL1,P15407,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T87WH7,Fos-related antigen 2,FOSL2,P15408,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T78IOY,Telomerase reverse transcriptase,TERT,O14746,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T36I66,Metallothionein-2,MT2A,P02795,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T90Z3N,Filaggrin,FLG,P20930,C,1Reference(s)
C0004,Delphinidin,CHEMBL276780,NA,128853,C15H10O7,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,C,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T01JSX,Carbonyl reductase [NADPH] 1,CBR1,P16152,A,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T80TUC,Apoptosis regulator BAX,BAX,Q07812,B,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T85U8U,Caspase-3,CASP3,P42574,B,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T09KQF,Proliferating cell nuclear antigen,PCNA,P12004,B,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T43N2D,Epidermal growth factor receptor,EGFR,P00533,C,1Reference(s)
C0005,DelphinidinChloride,CHEMBL590878,NA,68245,C15H10O7.ClH,T26KIE,Transcription factor AP-1,JUN,P05412,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T24C0P,Bile acid receptor,NR1H4,Q96RI1,A,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T74P7I,G-protein coupled bile acid receptor 1,GPBAR1,Q8TDU6,A,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T83TMF,Cytochrome P450 2B1,Cyp2b1,P00176,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T06IYF,Adenomatous polyposis coli protein,APC,P25054,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T10HL8,Intercellular adhesion molecule 1,ICAM1,P05362,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T59IKQ,Vascular cell adhesion protein 1,VCAM1,P19320,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T08Q7W,Prostaglandin G/H synthase 2,PTGS2,P35354,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T43N2D,Epidermal growth factor receptor,EGFR,P00533,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T21Q0D,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,P04035,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T70HTD,Cytochrome P450 2E1,CYP2E1,P05181,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T85AXP,Cytochrome P450 3A4,CYP3A4,P08684,B,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T02OHU,Mucin-2,MUC2,Q02817,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T14JSQ,Baculoviral IAP repeat-containing protein 2,BIRC2,Q13490,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T94K7H,Cytochrome P450 7A1,CYP7A1,P22680,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T49PL1,Low-density lipoprotein receptor,LDLR,P01130,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T43VRB,Fibroblast growth factor 19,FGF19,O95750,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T49TDM,Matrix metalloproteinase-9,MMP9,P14780,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T75PC7,NA,MIR21,NA,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T70SFS,"Superoxide dismutase [Mn], mitochondrial",SOD2,P04179,C,1Reference(s)
C0006,DeoxycholicAcid,CHEMBL406393,83-44-3,222528,C24H40O4,T87LDJ,CDK2-associated and cullin domain-containing protein 1,CACUL1,Q86Y37,C,1Reference(s)
C0007,Deoxyguanosine,CHEMBL68908,NA,187790,C10H13N5O4,T92RZK,Toll-like receptor 7,TLR7,Q9NYK1,A,1Reference(s)
C0008,D-Epigalbacin,CHEMBL2151191,84709-25-1,12310041,C20H20O5,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,A,1Reference(s)
C0009,Desmethoxyyangonin,CHEMBL254218,15345-89-8,5273621,C14H12O3,T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,A,1Reference(s)
C0010,Desoxycorticosterone,CHEMBL1498,64-85-7,6166,C21H30O3,T20JZ2,Androgen receptor,AR,P10275,A,1Reference(s)
C0010,Desoxycorticosterone,CHEMBL1498,64-85-7,6166,C21H30O3,T63GUB,Proto-oncogene c-Fos,FOS,P01100,C,1Reference(s)
C0010,Desoxycorticosterone,CHEMBL1498,64-85-7,6166,C21H30O3,T01KGS,Pendrin,SLC26A4,O43511,C,1Reference(s)
C0011,DiallylSulfide,CHEMBL170458,592-88-1,11617,C6H10S,T70HTD,Cytochrome P450 2E1,CYP2E1,P05181,A,9Reference(s)
C0011,DiallylSulfide,CHEMBL170458,592-88-1,11617,C6H10S,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,C,1Reference(s)
C0011,DiallylSulfide,CHEMBL170458,592-88-1,11617,C6H10S,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,C,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T83YZD,Acetylcholinesterase,ACHE,P22303,A,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T66FP0,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Q08499,A,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T37CD6,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,P18507,A,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T21DZX,Amine oxidase [flavin-containing] A,MAOA,P21397,A,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T37JN5,Neutrophil gelatinase-associated lipocalin,LCN2,P80188,C,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T63GUB,Proto-oncogene c-Fos,FOS,P01100,C,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T42D4V,Histone deacetylase 1,HDAC1,Q13547,C,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T68M1D,Histone deacetylase 2,HDAC2,Q92769,C,1Reference(s)
C0012,Diazepam,CHEMBL12,NA,3016,C16H13ClN2O,T68PGG,Solute carrier family 12 member 5,SLC12A5,Q9H2X9,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T22OPB,Nuclear factor erythroid 2-related factor 2,NFE2L2,Q16236,A,2Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T71BDH,Mitogen-activated protein kinase 14,MAPK14,Q16539,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T86ROZ,Heme oxygenase 1,HMOX1,P09601,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T81I4T,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Q13131,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T68SE0,"Solute carrier family 2, facilitated glucose transporter member 4",SLC2A4,P14672,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T20E5P,Cytochrome b-245 heavy chain,CYBB,P04839,C,1Reference(s)
C0013,Dibenzoylmethane,CHEMBL371523,120-46-7,8433,C15H12O2,T80OPZ,NADPH oxidase 4,NOX4,Q9NPH5,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T26EZU,Myc proto-oncogene protein,MYC,P01106,A,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T85U8U,Caspase-3,CASP3,P42574,A,2Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T25NSJ,Mitogen-activated protein kinase 3,MAPK3,P27361,A,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,A,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T05PKX,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,P05093,A,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T85S9Z,"Cholesterol side-chain cleavage enzyme, mitochondrial",CYP11A1,P05108,A,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T41INV,Nuclear receptor subfamily 1 group I member 3,NR1I3,Q14994,B,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T67KTV,Transient receptor potential cation channel subfamily V member 1,TRPV1,Q8NER1,B,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,B,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T01QLH,Estrogen receptor,ESR1,P03372,C,4Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T89L4V,Insulin,INS,P01308,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T42HHN,Follicle-stimulating hormone receptor,FSHR,P23945,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T43NBB,"Solute carrier family 2, facilitated glucose transporter member 2",SLC2A2,P11168,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T90ADC,BH3-interacting domain death agonist,BID,P55957,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T71K92,Apoptosis regulator Bcl-2,BCL2,P10415,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T05O6O,Estrogen receptor beta,ESR2,Q92731,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T09KPZ,Vimentin,VIM,P08670,C,1Reference(s)
C0014,DibutylPhthalate,CHEMBL272485,84-74-2,3026,C16H22O4,T84W8G,Aryl hydrocarbon receptor,AHR,P35869,C,1Reference(s)
C0015,Dichlorvos,CHEMBL167911,NA,3039,C4H7Cl2O4P,T83YZD,Acetylcholinesterase,ACHE,P22303,A,3Reference(s)
C0015,Dichlorvos,CHEMBL167911,NA,3039,C4H7Cl2O4P,T37K4S,Acylamino-acid-releasing enzyme,APEH,P13798,B,1Reference(s)
C0016,Dictamnine,CHEMBL22533,484-29-7,68085,C12H9NO2,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,A,1Reference(s)
C0017,Dicumarol,CHEMBL1466,66-76-2,54676038,C19H12O6,T38EQ6,NAD(P)H dehydrogenase [quinone] 1,NQO1,P15559,A,17Reference(s)
C0017,Dicumarol,CHEMBL1466,66-76-2,54676038,C19H12O6,T29MD1,Mitogen-activated protein kinase 8,MAPK8,P45983,A,1Reference(s)
C0017,Dicumarol,CHEMBL1466,66-76-2,54676038,C19H12O6,T06RMZ,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,A,1Reference(s)
C0017,Dicumarol,CHEMBL1466,66-76-2,54676038,C19H12O6,T41Z8G,[Pyruvate dehydrogenase,PDK1,Q15118,A,1Reference(s)
C0017,Dicumarol,CHEMBL1466,66-76-2,54676038,C19H12O6,T30ZE6,Pregnancy-specific beta-1-glycoprotein 1,PSG1,P11464,C,1Reference(s)
C0019,Digitoxin,CHEMBL254219,71-63-6,441207,C41H64O13,T96JGO,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,A,1Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T88AJI,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,A,6Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T99V1T,"Dynein heavy chain 8, axonemal",DNAH8,Q96JB1,A,1Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T79WXA,Mitogen-activated protein kinase 1,MAPK1,P28482,A,1Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T45G32,Proto-oncogene tyrosine-protein kinase Src,SRC,P12931,A,1Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T85NRC,Pyruvate kinase PKM,PKM,P14618,B,1Reference(s)
C0020,Digoxin,CHEMBL1751,20830-75-5,2724385,C41H64O14,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,C,1Reference(s)
C0022,Dihydrocapsaicin,CHEMBL311158,19408-84-5,107982,C18H29NO3,T67KTV,Transient receptor potential cation channel subfamily V member 1,TRPV1,Q8NER1,A,3Reference(s)
C0022,Dihydrocapsaicin,CHEMBL311158,19408-84-5,107982,C18H29NO3,T60XJI,Transient receptor potential cation channel subfamily M member 8,TRPM8,Q7Z2W7,A,1Reference(s)
C0022,Dihydrocapsaicin,CHEMBL311158,19408-84-5,107982,C18H29NO3,T12PIB,Lysosomal alpha-glucosidase,GAA,P10253,A,1Reference(s)
C0023,DihydrotanshinoneI,CHEMBL227075,87205-99-0,11425923,C18H14O3,T83YZD,Acetylcholinesterase,ACHE,P22303,A,2Reference(s)
C0024,Dimethylformamide,CHEMBL268291,1968/12/2,6228,C3H7NO,T30L86,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,O14763,C,1Reference(s)
C0024,Dimethylformamide,CHEMBL268291,1968/12/2,6228,C3H7NO,T58K62,"Frataxin, mitochondrial",FXN,Q16595,C,1Reference(s)
C0024,Dimethylformamide,CHEMBL268291,1968/12/2,6228,C3H7NO,T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T24C0P,Bile acid receptor,NR1H4,Q96RI1,A,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T16MRU,"NACHT, LRR and PYD domains-containing protein 3",NLRP3,Q96P20,A,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T13HKH,Integrin alpha-5,ITGA5,P08648,A,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T84W8G,Aryl hydrocarbon receptor,AHR,P35869,A,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T88TDZ,RAC-alpha serine/threonine-protein kinase,AKT1,P31749,B,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T36YWU,Kelch-like ECH-associated protein 1,KEAP1,Q14145,B,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T76B0A,Gap junction alpha-1 protein,GJA1,P17302,B,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T93YV8,Tumor necrosis factor receptor superfamily member 11B,TNFRSF11B,O00300,B,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T34X07,CCAAT/enhancer-binding protein alpha,CEBPA,P49715,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T51RTI,NA,HOTAIR,NA,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T08KXM,Low-density lipoprotein receptor-related protein 5,LRP5,O75197,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T05AAL,Microphthalmia-associated transcription factor,MITF,O75030,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T72KIO,Peroxiredoxin-1,PRDX1,Q06830,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T96OOK,Signal transducer and activator of transcription 3,STAT3,P40763,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T92BZ2,Catenin beta-1,CTNNB1,P35222,C,1Reference(s)
C0025,Dioscin,CHEMBL507001,19057-60-4,119245,C45H72O16,T05O6O,Estrogen receptor beta,ESR2,Q92731,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T43GWF,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1,PPIP5K1,Q6PFW1,A,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T01QLH,Estrogen receptor,ESR1,P03372,B,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T26EZU,Myc proto-oncogene protein,MYC,P01106,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T02IOG,Cyclin-dependent kinase inhibitor 1B,CDKN1B,P46527,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T84FSA,Forkhead box protein O3,FOXO3,O43524,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T93WZG,G1/S-specific cyclin-D1,CCND1,P24385,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T75H3W,Cyclin-dependent kinase 2,CDK2,P24941,C,1Reference(s)
C0026,Diosmetin,CHEMBL90568,520-34-3,5281612,C16H12O6,T10S5F,Cyclin-dependent kinase 4,CDK4,P11802,C,1Reference(s)
C0027,Diosmin,CHEMBL231884,520-27-4,5281613,C28H32O15,T50WOV,ATP-dependent translocase ABCB1,ABCB1,P08183,A,1Reference(s)
C0027,Diosmin,CHEMBL231884,520-27-4,5281613,C28H32O15,T82JWE,Cellular tumor antigen p53,TP53,P04637,A,1Reference(s)
C0028,Diphenhydramine,CHEMBL657,58-73-1,3100,C17H21NO,T28U2E,Taste receptor type 2 member 14,TAS2R14,Q9NYV8,A,1Reference(s)
C0028,Diphenhydramine,CHEMBL657,58-73-1,3100,C17H21NO,T06N1B,Histamine H1 receptor,HRH1,P35367,A,5Reference(s)
C0028,Diphenhydramine,CHEMBL657,58-73-1,3100,C17H21NO,T11ZYR,Cytochrome P450 2D6,CYP2D6,P10635,A,1Reference(s)
C0029,Diphenylether,CHEMBL38934,NA,7583,C12H10O,T58XLK,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,A,1Reference(s)
C0029,Diphenylether,CHEMBL38934,NA,7583,C12H10O,T96PBE,Tyrosine-protein phosphatase non-receptor type 2,PTPN2,P17706,A,1Reference(s)
C0030,Diphyllin,CHEMBL221190,22055-22-7,100492,C21H16O7,T99V1T,"Dynein heavy chain 8, axonemal",DNAH8,Q96JB1,A,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T74JJN,Fatty acid synthase,FASN,P49327,B,1Reference(s)
C0031,Disogenin,CHEMBL412437,NA,99474,C27H42O3,T16A2X,Catalase,CAT,P04040,B,1Reference(s)
